key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,break_done_touch.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp.rt,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.7271,1,,,,,,,,,,,,,,m,1,0.7271,,,,,,,,-0.044329897,-0.179381443,0,0,0,,0,113,113,56,1,PACKET,LB,old,m,./images/PACKETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.8832,1,,,,,,,,,,,,,,z,1,0.8832,,,,,,,,-0.044329897,-0.179381443,0,0,0,,0,114,114,157,1,INLER,HB,old,z,./images/INLERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.7322,1,,,,,,,,,,,,,,z,1,0.7322,,,,,,,,-0.044329897,-0.179381443,0,0,0,,0,115,115,100,1,DRIBS,HB,old,z,./images/DRIBSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.677,1,,,,,,,,,,,,,,z,1,0.677,,,,,,,,-0.043298969,-0.177319588,0,0,0,,0,116,116,161,1,BLAPS,LB,old,z,./images/BLAPSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.627,1,,,,,,,,,,,,,,m,1,0.627,,,,,,,,-0.041237113,-0.175257732,0,0,0,,0,117,117,12,1,SHORE,C,old,m,./images/SHORE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.6383,1,,,,,,,,,,,,,,m,1,0.6383,,,,,,,,-0.041237113,-0.175257732,0,0,0,,0,118,118,20,1,CRADLE,LB,old,m,./images/CRADLELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.6008,1,,,,,,,,,,,,,,m,1,0.6008,,,,,,,,-0.041237113,-0.175257732,0,0,0,,0,119,119,27,1,ATTIC,C,old,m,./images/ATTIC.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.5702,1,,,,,,,,,,,,,,z,1,0.5702,,,,,,,,-0.041237113,-0.173195876,0,0,0,,0,120,120,126,1,GUELS,C,old,z,./images/GUELS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.5872,0,,,,,,,,,,,,,,m,0,0.5872,,,,,,,,-0.082474227,-0.232989691,0,0,0,,0,121,121,104,1,GITTY,LB,old,z,./images/GITTYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.7495,1,,,,,,,,,,,,,,z,1,0.7495,,,,,,,,-0.054639175,-0.273195876,0,0,0,,0,122,122,91,1,SHENS,HB,old,z,./images/SHENSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.6435,1,,,,,,,,,,,,,,m,1,0.6435,,,,,,,,-0.053608247,-0.271134021,0,0,0,,0,123,123,5,1,PASTA,LB,old,m,./images/PASTALB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,1.0886,1,,,,,,,,,,,,,,m,1,1.0886,,,,,,,,-0.048453608,-0.259793814,0,0,0,,0,124,124,16,1,PENCE,HB,old,m,./images/PENCEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.9425,1,,,,,,,,,,,,,,z,1,0.9425,,,,,,,,0.024742268,-0.394845361,1,0,0,,0,125,125,106,1,CLUMS,HB,old,z,./images/CLUMSHB.png,,break_done_button,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.6377,1,,,,,,,,,,,,,,z,1,0.6377,,,,,,,,0.027835052,-0.264948454,0,0,0,,0,126,126,132,1,SCIFF,C,old,z,./images/SCIFF.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.6387,1,,,,,,,,,,,,,,z,1,0.6387,,,,,,,,0.025773196,-0.264948454,0,0,0,,0,127,127,111,1,HOSSE,C,old,z,./images/HOSSE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.8559,1,,,,,,,,,,,,,,m,1,0.8559,,,,,,,,0.025773196,-0.264948454,0,0,0,,0,128,128,1,1,PLANK,HB,old,m,./images/PLANKHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.545,1,,,,,,,,,,,,,,m,1,0.545,,,,,,,,0.025773196,-0.264948454,0,0,0,,0,129,129,0,1,TOMATO,C,old,m,./images/TOMATO.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.6763,1,,,,,,,,,,,,,,z,1,0.6763,,,,,,,,0.025773196,-0.264948454,0,0,0,,0,130,130,109,1,BURGE,HB,old,z,./images/BURGEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.7335,1,,,,,,,,,,,,,,m,1,0.7335,,,,,,,,0.025773196,-0.264948454,0,0,0,,0,131,131,28,1,FALCON,HB,old,m,./images/FALCONHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.701,1,,,,,,,,,,,,,,m,1,0.701,,,,,,,,0.025773196,-0.264948454,0,0,0,,0,132,132,75,1,GRAIN,C,old,m,./images/GRAIN.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.6258,1,,,,,,,,,,,,,,m,1,0.6258,,,,,,,,0.025773196,-0.264948454,0,0,0,,0,133,133,29,1,CRUMB,LB,old,m,./images/CRUMBLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.6577,1,,,,,,,,,,,,,,z,1,0.6577,,,,,,,,0.025773196,-0.264948454,0,0,0,,0,134,134,135,1,JOODY,C,old,z,./images/JOODY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.8752,1,,,,,,,,,,,,,,m,1,0.8752,,,,,,,,0.025773196,-0.264948454,0,0,0,,0,135,135,13,1,MOTOR,HB,old,m,./images/MOTORHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.6781,1,,,,,,,,,,,,,,z,1,0.6781,,,,,,,,0.025773196,-0.264948454,0,0,0,,0,136,136,155,1,CANGY,LB,old,z,./images/CANGYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.861,1,,,,,,,,,,,,,,m,1,0.861,,,,,,,,0.025773196,-0.264948454,0,0,0,,0,137,137,62,1,PURSE,LB,old,m,./images/PURSELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.6119,0,,,,,,,,,,,,,,z,0,0.6119,,,,,,,,0.025773196,-0.264948454,0,0,0,,0,138,138,19,1,DOUGH,HB,old,m,./images/DOUGHHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.7156,1,,,,,,,,,,,,,,z,1,0.7156,,,,,,,,0.025773196,-0.264948454,0,0,0,,0,139,139,114,1,RIKES,C,old,z,./images/RIKES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.6873,1,,,,,,,,,,,,,,z,1,0.6873,,,,,,,,0.025773196,-0.264948454,0,0,0,,0,140,140,124,1,TUNCH,HB,old,z,./images/TUNCHHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.6189,1,,,,,,,,,,,,,,m,1,0.6189,,,,,,,,0.025773196,-0.264948454,0,0,0,,0,141,141,32,1,BARREL,LB,old,m,./images/BARRELLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.758,1,,,,,,,,,,,,,,z,1,0.758,,,,,,,,0.025773196,-0.264948454,0,0,0,,0,142,142,85,1,CHULK,HB,old,z,./images/CHULKHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,1.1387,1,,,,,,,,,,,,,,z,1,1.1387,,,,,,,,0.025773196,-0.264948454,0,0,0,,0,143,143,107,1,FASKS,LB,old,z,./images/FASKSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,1.3341,1,,,,,,,,,,,,,,z,1,1.3341,,,,,,,,0.025773196,-0.264948454,0,0,0,,0,144,144,121,1,CEERS,HB,old,z,./images/CEERSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.9353,1,,,,,,,,,,,,,,m,1,0.9353,,,,,,,,0.025773196,-0.264948454,0,0,0,,0,145,145,71,1,PIMPLE,LB,old,m,./images/PIMPLELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,2.3368,1,,,,,,,,,,,,,,m,1,2.3368,,,,,,,,0.025773196,-0.264948454,0,0,0,,0,146,146,73,1,SNACK,HB,old,m,./images/SNACKHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,2.0878,1,,,,,,,,,,,,,,z,1,2.0878,,,,,,,,0.025773196,-0.264948454,0,0,0,,0,147,147,138,1,PLICE,C,old,z,./images/PLICE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.911,1,,,,,,,,,,,,,,z,1,0.911,,,,,,,,0.025773196,-0.264948454,0,0,0,,0,148,148,152,1,FRAIN,LB,old,z,./images/FRAINLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,1.21,1,,,,,,,,,,,,,,m,1,1.21,,,,,,,,0.025773196,-0.264948454,0,0,0,,0,149,149,17,1,SKIING,LB,old,m,./images/SKIINGLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,1.1077,0,,,,,,,,,,,,,,z,0,1.1077,,,,,,,,0.025773196,-0.264948454,0,0,0,,0,150,150,72,1,NOOSE,C,old,m,./images/NOOSE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.963,1,,,,,,,,,,,,,,z,1,0.963,,,,,,,,0.025773196,-0.264948454,0,0,0,,0,151,151,137,1,JOOST,LB,old,z,./images/JOOSTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.7791,1,,,,,,,,,,,,,,m,1,0.7791,,,,,,,,0.025773196,-0.264948454,0,0,0,,0,152,152,82,1,SUNSET,HB,old,m,./images/SUNSETHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.569,1,,,,,,,,,,,,,,m,1,0.569,,,,,,,,0.025773196,-0.264948454,0,0,0,,0,153,153,47,1,BERRY,LB,old,m,./images/BERRYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.5845,1,,,,,,,,,,,,,,z,1,0.5845,,,,,,,,0.025773196,-0.264948454,0,0,0,,0,154,154,153,1,CLUPS,C,old,z,./images/CLUPS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.6423,1,,,,,,,,,,,,,,z,1,0.6423,,,,,,,,0.025773196,-0.264948454,0,0,0,,0,155,155,141,1,PLEET,C,old,z,./images/PLEET.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,1.1241,1,,,,,,,,,,,,,,m,1,1.1241,,,,,,,,0.025773196,-0.264948454,0,0,0,,0,156,156,37,1,BIRTH,HB,old,m,./images/BIRTHHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.7023,1,,,,,,,,,,,,,,m,1,0.7023,,,,,,,,0.025773196,-0.264948454,0,0,0,,0,157,157,61,1,CANDLE,HB,old,m,./images/CANDLEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.7348,1,,,,,,,,,,,,,,m,1,0.7348,,,,,,,,0.025773196,-0.264948454,0,0,0,,0,158,158,33,1,MAGGOT,C,old,m,./images/MAGGOT.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.5782,1,,,,,,,,,,,,,,z,1,0.5782,,,,,,,,0.025773196,-0.264948454,0,0,0,,0,159,159,150,1,NOOLS,C,old,z,./images/NOOLS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.6231,1,,,,,,,,,,,,,,m,1,0.6231,,,,,,,,0.025773196,-0.264948454,0,0,0,,0,160,160,53,1,CARPET,LB,old,m,./images/CARPETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,1.0317,1,,,,,,,,,,,,,,m,1,1.0317,,,,,,,,0.025773196,-0.264948454,0,0,0,,0,161,161,55,1,MUFFIN,HB,old,m,./images/MUFFINHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.6204,1,,,,,,,,,,,,,,m,1,0.6204,,,,,,,,0.025773196,-0.264948454,0,0,0,,0,162,162,44,1,LIZARD,LB,old,m,./images/LIZARDLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.6473,1,,,,,,,,,,,,,,m,1,0.6473,,,,,,,,0.025773196,-0.264948454,0,0,0,,0,163,163,64,1,JELLY,HB,old,m,./images/JELLYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.6676,1,,,,,,,,,,,,,,m,1,0.6676,,,,,,,,0.025773196,-0.264948454,0,0,0,,0,164,164,18,1,JAGUAR,C,old,m,./images/JAGUAR.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.7581,1,,,,,,,,,,,,,,z,1,0.7581,,,,,,,,0.025773196,-0.264948454,0,0,0,,0,165,165,93,1,SMONE,C,old,z,./images/SMONE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.5784,1,,,,,,,,,,,,,,m,1,0.5784,,,,,,,,0.025773196,-0.264948454,0,0,0,,0,166,166,38,1,LADDER,LB,old,m,./images/LADDERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.8136,1,,,,,,,,,,,,,,m,1,0.8136,,,,,,,,0.025773196,-0.264948454,0,0,0,,0,167,167,58,1,BABOON,HB,old,m,./images/BABOONHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,How likely will it be that you will recognize the words presented very blurred on a scale of 0 (not likely) to 100 (most likely)?,,,,,,-0.011340206,-0.390721649,1,0,0,jol_adv,2,4.8982,0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,How likely will it be that you will recognize the words presented clearly on a scale of 0 (not likely) to 100 (most likely)?,,,,,,,,,,,,2,0.4365,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,How likely will it be that you will recognize the words presented slighly blurred on a scale of 0 (not likely) to 100 (most likely)?,,,,,,,,,,,,2,0.7997,0,2,2,1,1,,,,,,,,,,,,,,,,,,,,,
,-0.013402062,-0.408247423,1,0,0,instr_done_button,,,,,,1,test,"In the next phase you will be presented with the words from the the first phase. Your job is to decide whether you remember seeing the word or not. If you remember seeing the word press ""old"" or type ""m"". If you do not remember seeing the word press ""new"" or type ""z"". Please press the space bar or click on continue to begin. ",,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,
,-0.028865979,-0.421649485,1,0,0,instr_done_button,,,,,,1,test,"In the next phase you will be presented with the words from the the first phase. Your job is to decide whether you remember seeing the word or not. If you remember seeing the word press ""old"" or type ""m"". If you do not remember seeing the word press ""new"" or type ""z"". Please press the space bar or click on continue to begin. ",,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,,,
