key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,break_done_touch.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp.rt,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.9629,1,,,,,,,,,,,,,,z,1,0.9629,,,,,,,,0.013402062,-0.289690722,0,0,0,,0,52,52,140,1,DOVET,LB,old,z,./images/DOVETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.8692,1,,,,,,,,,,,,,,z,1,0.8692,,,,,,,,0.013402062,-0.289690722,0,0,0,,0,53,53,156,1,HIXES,C,old,z,./images/HIXES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.6137,1,,,,,,,,,,,,,,m,1,0.6137,,,,,,,,0.016494845,-0.28556701,0,0,0,,0,54,54,83,1,JUNGLE,LB,old,m,./images/JUNGLELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.7523,1,,,,,,,,,,,,,,z,1,0.7523,,,,,,,,0.016494845,-0.283505155,0,0,0,,0,55,55,103,1,FLORT,HB,old,z,./images/FLORTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.8436,1,,,,,,,,,,,,,,z,1,0.8436,,,,,,,,0.016494845,-0.284536082,0,0,0,,0,56,56,129,1,PRANS,C,old,z,./images/PRANS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.6086,1,,,,,,,,,,,,,,z,1,0.6086,,,,,,,,0.020618557,-0.280412371,0,0,0,,0,57,57,99,1,BACKY,C,old,z,./images/BACKY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.6642,1,,,,,,,,,,,,,,m,1,0.6642,,,,,,,,0.020618557,-0.279381443,0,0,0,,0,58,58,36,1,THROAT,C,old,m,./images/THROAT.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.6125,1,,,,,,,,,,,,,,m,1,0.6125,,,,,,,,0.020618557,-0.279381443,0,0,0,,0,59,59,60,1,TWINS,C,old,m,./images/TWINS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.5823,1,,,,,,,,,,,,,,z,1,0.5823,,,,,,,,0.020618557,-0.278350515,0,0,0,,0,60,60,167,1,ZONET,LB,old,z,./images/ZONETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.8208,1,,,,,,,,,,,,,,m,1,0.8208,,,,,,,,0.02371134,-0.274226804,0,0,0,,0,61,61,4,1,MUSCLE,HB,old,m,./images/MUSCLEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.6372,1,,,,,,,,,,,,,,z,1,0.6372,,,,,,,,0.027835052,-0.24742268,0,0,0,,0,62,62,112,1,MYING,HB,old,z,./images/MYINGHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.6887,1,,,,,,,,,,,,,,z,1,0.6887,,,,,,,,0.027835052,-0.24742268,0,0,0,,0,63,63,96,1,KEAMS,C,old,z,./images/KEAMS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.8153,1,,,,,,,,,,,,,,m,1,0.8153,,,,,,,,0.027835052,-0.24742268,0,0,0,,0,64,64,78,1,LITTER,C,old,m,./images/LITTER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.8954,1,,,,,,,,,,,,,,z,1,0.8954,,,,,,,,0.027835052,-0.24742268,0,0,0,,0,65,65,98,1,BAMPS,LB,old,z,./images/BAMPSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.6912,1,,,,,,,,,,,,,,m,1,0.6912,,,,,,,,0.027835052,-0.24742268,0,0,0,,0,66,66,9,1,RHINO,C,old,m,./images/RHINO.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.9808,1,,,,,,,,,,,,,,m,1,0.9808,,,,,,,,0.027835052,-0.24742268,0,0,0,,0,67,67,79,1,CRUST,HB,old,m,./images/CRUSTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.6542,1,,,,,,,,,,,,,,z,1,0.6542,,,,,,,,0.027835052,-0.24742268,0,0,0,,0,68,68,143,1,MONGS,LB,old,z,./images/MONGSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,1.3219,1,,,,,,,,,,,,,,z,1,1.3219,,,,,,,,0.027835052,-0.24742268,0,0,0,,0,69,69,94,1,BLANS,HB,old,z,./images/BLANSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.7937,1,,,,,,,,,,,,,,m,1,0.7937,,,,,,,,0.027835052,-0.24742268,0,0,0,,0,70,70,34,1,CANYON,HB,old,m,./images/CANYONHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.9407,1,,,,,,,,,,,,,,m,1,0.9407,,,,,,,,0.027835052,-0.24742268,0,0,0,,0,71,71,14,1,PICKLE,LB,old,m,./images/PICKLELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.9161,1,,,,,,,,,,,,,,m,1,0.9161,,,,,,,,0.027835052,-0.24742268,0,0,0,,0,72,72,51,1,ONION,C,old,m,./images/ONION.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.8286,1,,,,,,,,,,,,,,z,1,0.8286,,,,,,,,0.027835052,-0.24742268,0,0,0,,0,73,73,130,1,CRILL,HB,old,z,./images/CRILLHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.732,1,,,,,,,,,,,,,,z,1,0.732,,,,,,,,0.025773196,-0.24742268,0,0,0,,0,74,74,144,1,NAIRY,C,old,z,./images/NAIRY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.6705,1,,,,,,,,,,,,,,m,1,0.6705,,,,,,,,0.025773196,-0.24742268,0,0,0,,0,75,75,26,1,SMOKER,LB,old,m,./images/SMOKERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.6568,1,,,,,,,,,,,,,,z,1,0.6568,,,,,,,,-0.021649485,-0.31443299,0,0,0,,0,76,76,117,1,STEEG,C,old,z,./images/STEEG.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.7277,1,,,,,,,,,,,,,,m,1,0.7277,,,,,,,,-0.008247423,-0.319587629,0,0,0,,0,77,77,7,1,PAINT,HB,old,m,./images/PAINTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.8716,1,,,,,,,,,,,,,,z,1,0.8716,,,,,,,,-0.008247423,-0.31443299,0,0,0,,0,78,78,133,1,POWDY,HB,old,z,./images/POWDYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.6,1,,,,,,,,,,,,,,m,1,0.6,,,,,,,,-0.008247423,-0.31443299,0,0,0,,0,79,79,66,1,SWEAT,C,old,m,./images/SWEAT.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.6075,1,,,,,,,,,,,,,,m,1,0.6075,,,,,,,,-0.008247423,-0.311340206,0,0,0,,0,80,80,74,1,CEMENT,LB,old,m,./images/CEMENTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.6574,1,,,,,,,,,,,,,,m,1,0.6574,,,,,,,,-0.008247423,-0.310309278,0,0,0,,0,81,81,30,1,STORM,C,old,m,./images/STORM.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.6853,1,,,,,,,,,,,,,,z,1,0.6853,,,,,,,,-0.007216495,-0.313402062,0,0,0,,0,82,82,146,1,MOOST,LB,old,z,./images/MOOSTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.6008,1,,,,,,,,,,,,,,m,1,0.6008,,,,,,,,-0.007216495,-0.313402062,0,0,0,space,0,83,83,68,1,TORCH,LB,old,m,./images/TORCHLB.png,1.2273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.666,1,,,,,,,,,,,,,,z,1,0.666,,,,,,,,-0.007216495,-0.313402062,0,0,0,,0,84,84,149,1,VEASE,LB,old,z,./images/VEASELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.661,1,,,,,,,,,,,,,,z,1,0.661,,,,,,,,-0.007216495,-0.313402062,0,0,0,,0,85,85,166,1,SHORY,HB,old,z,./images/SHORYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.6803,0,,,,,,,,,,,,,,m,0,0.6803,,,,,,,,-0.007216495,-0.313402062,0,0,0,,0,86,86,116,1,BALGY,LB,old,z,./images/BALGYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.7578,1,,,,,,,,,,,,,,m,1,0.7578,,,,,,,,0.026804124,-0.26185567,0,0,0,,0,87,87,40,1,SWING,HB,old,m,./images/SWINGHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.7856,1,,,,,,,,,,,,,,z,1,0.7856,,,,,,,,-0.008247423,-0.3,0,0,0,,0,88,88,163,1,GAMBA,HB,old,z,./images/GAMBAHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.7301,1,,,,,,,,,,,,,,m,1,0.7301,,,,,,,,0.032989691,-0.264948454,0,0,0,,0,89,89,80,1,WEASEL,LB,old,m,./images/WEASELLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.9637,1,,,,,,,,,,,,,,z,1,0.9637,,,,,,,,0.030927835,-0.262886598,0,0,0,,0,90,90,165,1,TROWN,C,old,z,./images/TROWN.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.8321,1,,,,,,,,,,,,,,z,1,0.8321,,,,,,,,0.030927835,-0.262886598,0,0,0,,0,91,91,159,1,CUDDY,C,old,z,./images/CUDDY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.9813,1,,,,,,,,,,,,,,z,1,0.9813,,,,,,,,0.030927835,-0.262886598,0,0,0,,0,92,92,115,1,MAWNS,HB,old,z,./images/MAWNSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.8496,0,,,,,,,,,,,,,,z,0,0.8496,,,,,,,,0.030927835,-0.262886598,0,0,0,,0,93,93,25,1,WRIST,HB,old,m,./images/WRISTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.8074,1,,,,,,,,,,,,,,z,1,0.8074,,,,,,,,0.028865979,-0.263917526,0,0,0,,0,94,94,122,1,BLOOT,LB,old,z,./images/BLOOTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.723,1,,,,,,,,,,,,,,z,1,0.723,,,,,,,,0.010309278,-0.308247423,0,0,0,,0,95,95,145,1,LAMEL,HB,old,z,./images/LAMELHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.7649,1,,,,,,,,,,,,,,z,1,0.7649,,,,,,,,-0.012371134,-0.310309278,0,0,0,,0,96,96,108,1,GRUET,C,old,z,./images/GRUET.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.6155,1,,,,,,,,,,,,,,m,1,0.6155,,,,,,,,-0.017525773,-0.307216495,0,0,0,,0,97,97,2,1,BEARD,LB,old,m,./images/BEARDLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.8188,1,,,,,,,,,,,,,,m,1,0.8188,,,,,,,,-0.017525773,-0.307216495,0,0,0,,0,98,98,49,1,DRUMS,HB,old,m,./images/DRUMSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.6467,1,,,,,,,,,,,,,,z,1,0.6467,,,,,,,,-0.017525773,-0.302061856,0,0,0,,0,99,99,119,1,PAFER,LB,old,z,./images/PAFERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.6098,1,,,,,,,,,,,,,,m,1,0.6098,,,,,,,,-0.017525773,-0.301030928,0,0,0,,0,100,100,15,1,GREASE,C,old,m,./images/GREASE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.5951,1,,,,,,,,,,,,,,z,1,0.5951,,,,,,,,-0.002061856,-0.319587629,0,0,0,,0,101,101,113,1,LINEW,LB,old,z,./images/LINEWLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.6679,1,,,,,,,,,,,,,,z,1,0.6679,,,,,,,,-0.012371134,-0.290721649,0,0,0,,0,102,102,158,1,EGECT,LB,old,z,./images/EGECTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,1.0089,1,,,,,,,,,,,,,,m,1,1.0089,,,,,,,,0.010309278,-0.281443299,0,0,0,,0,103,103,76,1,INFANT,HB,old,m,./images/INFANTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.7344,1,,,,,,,,,,,,,,z,1,0.7344,,,,,,,,0.010309278,-0.281443299,0,0,0,,0,104,104,87,1,TRING,C,old,z,./images/TRING.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.5938,1,,,,,,,,,,,,,,z,1,0.5938,,,,,,,,0.010309278,-0.281443299,0,0,0,,0,105,105,90,1,NEAST,C,old,z,./images/NEAST.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.5076,1,,,,,,,,,,,,,,z,1,0.5076,,,,,,,,0.010309278,-0.281443299,0,0,0,,0,106,106,162,1,LEICH,C,old,z,./images/LEICH.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.6008,1,,,,,,,,,,,,,,z,1,0.6008,,,,,,,,0.03814433,-0.289690722,0,0,0,,0,107,107,125,1,MOOKY,LB,old,z,./images/MOOKYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,1.0918,1,,,,,,,,,,,,,,m,1,1.0918,,,,,,,,-0.030927835,-0.256701031,0,0,0,,0,108,108,22,1,MELON,HB,old,m,./images/MELONHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.7509,1,,,,,,,,,,,,,,m,1,0.7509,,,,,,,,-0.015463918,-0.22371134,0,0,0,,0,109,109,54,1,TRIPOD,C,old,m,./images/TRIPOD.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.6264,1,,,,,,,,,,,,,,m,1,0.6264,,,,,,,,-0.04742268,-0.180412371,0,0,0,,0,110,110,57,1,MOOSE,C,old,m,./images/MOOSE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.5932,1,,,,,,,,,,,,,,m,1,0.5932,,,,,,,,-0.04742268,-0.181443299,0,0,0,,0,111,111,35,1,PEACH,LB,old,m,./images/PEACHLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,58c38ef58158840001b5c230,34,2022-02-12_18h17.22.860,lexical_decision_task_DD,2021.2.3,Win32,142.6533524,,,,,,,,,,,0.6831,1,,,,,,,,,,,,,,z,1,0.6831,,,,,,,,-0.044329897,-0.179381443,0,0,0,,0,112,112,147,1,ZOLES,C,old,z,./images/ZOLES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
