key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp.rt,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,6117fb98735b8d5cc5e705a2,51,2022-02-12_11h35.39.562,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.4321,1,,,,,,,,,,,,,,,,,,,,,,,,-0.023621623,-0.399580824,0,0,0,,,,,,,MEDAL,C,z,y,./images/MEDAL.png,,,,,,,,,,,,,,,,,,,,,z,1,1.4321,,,,,,,,0,129,129,95,1
,,,,,,,,,,,,,,,,,6117fb98735b8d5cc5e705a2,51,2022-02-12_11h35.39.562,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.6982,1,,,,,,,,,,,,,,,,,,,,,,,,-0.023621623,-0.399580824,0,0,0,,,,,,,PARADE,C,z,y,./images/PARADE.png,,,,,,,,,,,,,,,,,,,,,z,1,0.6982,,,,,,,,0,130,130,101,1
,,,,,,,,,,,,,,,,,6117fb98735b8d5cc5e705a2,51,2022-02-12_11h35.39.562,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.6481,1,,,,,,,,,,,,,,,,,,,,,,,,-0.023621623,-0.399580824,0,0,0,,,,,,,GRAPE,LB,z,y,./images/GRAPELB.png,,,,,,,,,,,,,,,,,,,,,z,1,0.6481,,,,,,,,0,131,131,100,1
,,,,,,,,,,,,,,,,,6117fb98735b8d5cc5e705a2,51,2022-02-12_11h35.39.562,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.0972,1,,,,,,,,,,,,,,,,,,,,,,,,-0.023621623,-0.399580824,0,0,0,,,,,,,BUNNY,LB,z,y,./images/BUNNYLB.png,,,,,,,,,,,,,,,,,,,,,z,1,1.0972,,,,,,,,0,132,132,97,1
,,,,,,,,,,,,,,,,,6117fb98735b8d5cc5e705a2,51,2022-02-12_11h35.39.562,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.3039,1,,,,,,,,,,,,,,,,,,,,,,,,-0.023621623,-0.399580824,0,0,0,,,,,,,DANCER,HB,z,y,./images/DANCERHB.png,,,,,,,,,,,,,,,,,,,,,z,1,1.3039,,,,,,,,0,133,133,105,1
,,,,,,,,,,,,,,,,,6117fb98735b8d5cc5e705a2,51,2022-02-12_11h35.39.562,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.8131,0,,,,,,,,,,,,,,,,,,,,,,,,-0.023621623,-0.399580824,0,0,0,,,,,,,WAGON,LB,z,y,./images/WAGONLB.png,,,,,,,,,,,,,,,,,,,,,m,0,0.8131,,,,,,,,0,134,134,91,1
,,,,,,,,,,,,,,,,,6117fb98735b8d5cc5e705a2,51,2022-02-12_11h35.39.562,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.7023,1,,,,,,,,,,,,,,,,,,,,,,,,-0.023621623,-0.399580824,0,0,0,,,,,,,JUMPER,C,z,y,./images/JUMPER.png,,,,,,,,,,,,,,,,,,,,,z,1,1.7023,,,,,,,,0,135,135,158,1
,,,,,,,,,,,,,,,,,6117fb98735b8d5cc5e705a2,51,2022-02-12_11h35.39.562,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.9195,0,,,,,,,,,,,,,,,,,,,,,,,,-0.023621623,-0.399580824,0,0,0,,,,,,,WEASEL,C,m,y,./images/WEASEL.png,,,,,,,,,,,,,,,,,,,,,z,0,0.9195,,,,,,,,0,136,136,80,1
,,,,,,,,,,,,,,,,,6117fb98735b8d5cc5e705a2,51,2022-02-12_11h35.39.562,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.7801,1,,,,,,,,,,,,,,,,,,,,,,,,-0.023621623,-0.399580824,0,0,0,,,,,,,QUILL,LB,m,y,./images/QUILLLB.png,,,,,,,,,,,,,,,,,,,,,m,1,0.7801,,,,,,,,0,137,137,31,1
,,,,,,,,,,,,,,,,,6117fb98735b8d5cc5e705a2,51,2022-02-12_11h35.39.562,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.8803,0,,,,,,,,,,,,,,,,,,,,,,,,-0.023621623,-0.399580824,0,0,0,,,,,,,DRUMS,LB,m,y,./images/DRUMSLB.png,,,,,,,,,,,,,,,,,,,,,z,0,0.8803,,,,,,,,0,138,138,49,1
