key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,key_resp.rt,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.9805,1,,,,,,,,,,,,,,z,1,0.9805,,,,,,,,0.011510417,-0.392621528,0,0,0,,0,106,106,118,1,BAVEL,HB,z,z,./images/BAVELHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7084,1,,,,,,,,,,,,,,m,1,0.7084,,,,,,,,0.011510417,-0.392621528,0,0,0,,0,107,107,41,1,STREAM,HB,m,m,./images/STREAMHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5897,1,,,,,,,,,,,,,,z,1,0.5897,,,,,,,,0.011510417,-0.392621528,0,0,0,,0,108,108,153,1,CLUPS,C,z,z,./images/CLUPS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.4562,1,,,,,,,,,,,,,,z,1,0.4562,,,,,,,,0.011510417,-0.392621528,0,0,0,,0,109,109,105,1,MOKER,C,z,z,./images/MOKER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6577,1,,,,,,,,,,,,,,z,1,0.6577,,,,,,,,0.011510417,-0.392621528,0,0,0,,0,110,110,112,1,MYING,HB,z,z,./images/MYINGHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5916,1,,,,,,,,,,,,,,m,1,0.5916,,,,,,,,0.011510417,-0.392621528,0,0,0,,0,111,111,40,1,SNAKE,C,m,m,./images/SNAKE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.024,1,,,,,,,,,,,,,,z,1,1.024,,,,,,,,0.011510417,-0.392621528,0,0,0,,0,112,112,151,1,TINKY,HB,z,z,./images/TINKYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.608,1,,,,,,,,,,,,,,z,1,0.608,,,,,,,,0.011510417,-0.392621528,0,0,0,,0,113,113,164,1,SGREW,LB,z,z,./images/SGREWLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8915,1,,,,,,,,,,,,,,m,1,0.8915,,,,,,,,0.011510417,-0.392621528,0,0,0,,0,114,114,45,1,MONKEY,LB,m,m,./images/MONKEYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.573,1,,,,,,,,,,,,,,z,1,0.573,,,,,,,,0.011510417,-0.392621528,0,0,0,,0,115,115,93,1,SMONE,C,z,z,./images/SMONE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6026,1,,,,,,,,,,,,,,m,1,0.6026,,,,,,,,0.011510417,-0.392621528,0,0,0,,0,116,116,73,1,GLOVE,C,m,m,./images/GLOVE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.766,1,,,,,,,,,,,,,,m,1,0.766,,,,,,,,0.011510417,-0.392621528,0,0,0,,0,117,117,14,1,FENCE,HB,m,m,./images/FENCEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6763,1,,,,,,,,,,,,,,m,1,0.6763,,,,,,,,0.011510417,-0.392621528,0,0,0,,0,118,118,15,1,COLLAR,LB,m,m,./images/COLLARLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6514,0,,,,,,,,,,,,,,z,0,0.6514,,,,,,,,0.011510417,-0.392621528,0,0,0,,0,119,119,12,1,BLOKE,LB,m,m,./images/BLOKELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6786,1,,,,,,,,,,,,,,m,1,0.6786,,,,,,,,0.011510417,-0.392621528,0,0,0,,0,120,120,48,1,SHIELD,LB,m,m,./images/SHIELDLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5871,1,,,,,,,,,,,,,,m,1,0.5871,,,,,,,,0.011510417,-0.392621528,0,0,0,,0,121,121,28,1,CASINO,C,m,m,./images/CASINO.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8936,1,,,,,,,,,,,,,,m,1,0.8936,,,,,,,,0.011510417,-0.392621528,0,0,0,,0,122,122,2,1,STOVE,HB,m,m,./images/STOVEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7054,1,,,,,,,,,,,,,,z,1,0.7054,,,,,,,,0.011510417,-0.392621528,0,0,0,,0,123,123,95,1,HANTY,LB,z,z,./images/HANTYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8249,1,,,,,,,,,,,,,,m,1,0.8249,,,,,,,,0.011510417,-0.392621528,0,0,0,,0,124,124,6,1,STAIN,LB,m,m,./images/STAINLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6613,1,,,,,,,,,,,,,,z,1,0.6613,,,,,,,,-0.000342882,-0.379969618,1,0,0,,0,125,125,98,1,BAMPS,LB,z,z,./images/BAMPSLB.png,break_done_button,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5418,1,,,,,,,,,,,,,,m,1,0.5418,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,126,126,42,1,CHAIN,LB,m,m,./images/CHAINLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.4945,1,,,,,,,,,,,,,,m,1,0.4945,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,127,127,13,1,BUNNY,C,m,m,./images/BUNNY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.4356,0,,,,,,,,,,,,,,m,0,0.4356,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,128,128,122,1,BLOOT,LB,z,z,./images/BLOOTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7784,1,,,,,,,,,,,,,,z,1,0.7784,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,129,129,97,1,CHIDS,HB,z,z,./images/CHIDSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8009,1,,,,,,,,,,,,,,m,1,0.8009,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,130,130,11,1,MEDAL,HB,m,m,./images/MEDALHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8509,1,,,,,,,,,,,,,,z,1,0.8509,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,131,131,102,1,DULLE,C,z,z,./images/DULLE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6167,1,,,,,,,,,,,,,,m,1,0.6167,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,132,132,57,1,FERRY,LB,m,m,./images/FERRYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7966,1,,,,,,,,,,,,,,z,1,0.7966,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,133,133,160,1,VEETS,HB,z,z,./images/VEETSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.9283,1,,,,,,,,,,,,,,z,1,0.9283,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,134,134,115,1,MAWNS,HB,z,z,./images/MAWNSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.4747,1,,,,,,,,,,,,,,m,1,0.4747,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,135,135,22,1,CLOWN,C,m,m,./images/CLOWN.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5761,1,,,,,,,,,,,,,,z,1,0.5761,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,136,136,92,1,PAIMS,LB,z,z,./images/PAIMSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5313,1,,,,,,,,,,,,,,z,1,0.5313,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,137,137,113,1,LINEW,LB,z,z,./images/LINEWLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5253,1,,,,,,,,,,,,,,z,1,0.5253,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,138,138,104,1,GITTY,LB,z,z,./images/GITTYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5713,1,,,,,,,,,,,,,,m,1,0.5713,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,139,139,7,1,WAGON,C,m,m,./images/WAGON.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6333,1,,,,,,,,,,,,,,m,1,0.6333,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,140,140,30,1,SLOPE,LB,m,m,./images/SLOPELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7306,1,,,,,,,,,,,,,,m,1,0.7306,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,141,141,29,1,PISTOL,HB,m,m,./images/PISTOLHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5262,1,,,,,,,,,,,,,,m,1,0.5262,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,142,142,0,1,WALNUT,LB,m,m,./images/WALNUTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.4777,1,,,,,,,,,,,,,,m,1,0.4777,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,143,143,63,1,BAKER,LB,m,m,./images/BAKERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5118,1,,,,,,,,,,,,,,m,1,0.5118,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,144,144,61,1,ARTIST,C,m,m,./images/ARTIST.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.4812,1,,,,,,,,,,,,,,m,1,0.4812,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,145,145,1,1,TOWEL,C,m,m,./images/TOWEL.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6086,1,,,,,,,,,,,,,,m,1,0.6086,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,146,146,25,1,CHALK,C,m,m,./images/CHALK.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6123,0,,,,,,,,,,,,,,z,0,0.6123,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,147,147,74,1,JUMPER,HB,m,m,./images/JUMPERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.0572,1,,,,,,,,,,,,,,z,1,1.0572,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,148,148,100,1,DRIBS,HB,z,z,./images/DRIBSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5169,1,,,,,,,,,,,,,,m,1,0.5169,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,149,149,54,1,CHERRY,LB,m,m,./images/CHERRYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6742,1,,,,,,,,,,,,,,m,1,0.6742,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,150,150,5,1,BAMBOO,HB,m,m,./images/BAMBOOHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.4259,1,,,,,,,,,,,,,,z,1,1.4259,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,151,151,166,1,SHORY,HB,z,z,./images/SHORYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7084,1,,,,,,,,,,,,,,m,1,0.7084,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,152,152,18,1,PARCEL,LB,m,m,./images/PARCELLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8295,0,,,,,,,,,,,,,,z,0,0.8295,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,153,153,38,1,ENGINE,HB,m,m,./images/ENGINEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5836,1,,,,,,,,,,,,,,m,1,0.5836,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,154,154,26,1,CLOUD,HB,m,m,./images/CLOUDHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.9767,1,,,,,,,,,,,,,,m,1,0.9767,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,155,155,83,1,WHISKY,HB,m,m,./images/WHISKYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6298,1,,,,,,,,,,,,,,z,1,0.6298,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,156,156,117,1,STEEG,C,z,z,./images/STEEG.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.0449,1,,,,,,,,,,,,,,z,1,1.0449,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,157,157,139,1,BLEAR,HB,z,z,./images/BLEARHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6919,1,,,,,,,,,,,,,,z,1,0.6919,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,158,158,149,1,VEASE,LB,z,z,./images/VEASELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7989,1,,,,,,,,,,,,,,z,1,0.7989,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,159,159,148,1,JOMS,HB,z,z,./images/JOMSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.613,1,,,,,,,,,,,,,,m,1,0.613,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,160,160,71,1,BUBBLE,HB,m,m,./images/BUBBLEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5772,1,,,,,,,,,,,,,,m,1,0.5772,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,161,161,19,1,DONKEY,C,m,m,./images/DONKEY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.9668,1,,,,,,,,,,,,,,z,1,0.9668,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,162,162,145,1,LAMEL,HB,z,z,./images/LAMELHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5193,1,,,,,,,,,,,,,,m,1,0.5193,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,163,163,64,1,BRIDE,C,m,m,./images/BRIDE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
