key_resp.keys,key_resp.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,instr_done_touch.clicked_name,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.707,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,POKER,C,m,y,./images/POKER.png,,,,,,,,,,,,,,,,,,,,m,1,0.707,,,,,,,,0,67,67,67,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.737,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,CRUST,C,z,y,./images/CRUST.png,,,,,,,,,,,,,,,,,,,,z,1,0.737,,,,,,,,0,68,68,163,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.9578,0,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,MAMMAL,HB,m,y,./images/MAMMALHB.png,,,,,,,,,,,,,,,,,,,,z,0,0.9578,,,,,,,,0,69,69,62,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.8308,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,CLOWN,C,m,y,./images/CLOWN.png,,,,,,,,,,,,,,,,,,,,m,1,0.8308,,,,,,,,0,70,70,22,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.9511,0,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,MALLET,HB,z,y,./images/MALLETHB.png,,,,,,,,,,,,,,,,,,,,m,0,0.9511,,,,,,,,0,71,71,134,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.8562,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,BOILER,LB,m,y,./images/BOILERLB.png,,,,,,,,,,,,,,,,,,,,m,1,0.8562,,,,,,,,0,72,72,36,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.9714,0,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,PISTOL,HB,m,y,./images/PISTOLHB.png,,,,,,,,,,,,,,,,,,,,z,0,0.9714,,,,,,,,0,73,73,29,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.8197,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,PEBBLE,C,m,y,./images/PEBBLE.png,,,,,,,,,,,,,,,,,,,,m,1,0.8197,,,,,,,,0,74,74,82,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.6365,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,ALLEY,C,m,y,./images/ALLEY.png,,,,,,,,,,,,,,,,,,,,m,1,0.6365,,,,,,,,0,75,75,55,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.7464,0,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,TIGER,C,m,y,./images/TIGER.png,,,,,,,,,,,,,,,,,,,,z,0,0.7464,,,,,,,,0,76,76,37,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.6113,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,TOWEL,C,m,y,./images/TOWEL.png,,,,,,,,,,,,,,,,,,,,m,1,0.6113,,,,,,,,0,77,77,1,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,1.4814,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,GRAIN,LB,z,y,./images/GRAINLB.png,,,,,,,,,,,,,,,,,,,,z,1,1.4814,,,,,,,,0,78,78,159,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,1.1837,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,STREAM,HB,m,y,./images/STREAMHB.png,,,,,,,,,,,,,,,,,,,,m,1,1.1837,,,,,,,,0,79,79,41,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.7436,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,GRANNY,HB,m,y,./images/GRANNYHB.png,,,,,,,,,,,,,,,,,,,,m,1,0.7436,,,,,,,,0,80,80,20,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,1.0184,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,MOTOR,C,z,y,./images/MOTOR.png,,,,,,,,,,,,,,,,,,,,z,1,1.0184,,,,,,,,0,81,81,97,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.8112,0,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,JELLY,C,z,y,./images/JELLY.png,,,,,,,,,,,,,,,,,,,,m,0,0.8112,,,,,,,,0,82,82,148,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.6926,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,space,,,,,,WHEEL,HB,m,y,./images/WHEELHB.png,0.67,,,,,,,,,,,,,,,,,,,m,1,0.6926,,,,,,,,0,83,83,77,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.8923,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,FINGER,LB,z,y,./images/FINGERLB.png,,,,,,,,,,,,,,,,,,,,z,1,0.8923,,,,,,,,0,84,84,87,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.8322,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,CASINO,C,m,y,./images/CASINO.png,,,,,,,,,,,,,,,,,,,,m,1,0.8322,,,,,,,,0,85,85,28,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.8208,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,SLOPE,LB,m,y,./images/SLOPELB.png,,,,,,,,,,,,,,,,,,,,m,1,0.8208,,,,,,,,0,86,86,30,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,1.0048,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,HEATER,HB,m,y,./images/HEATERHB.png,,,,,,,,,,,,,,,,,,,,m,1,1.0048,,,,,,,,0,87,87,56,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.9327,0,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,MAGGOT,LB,z,y,./images/MAGGOTLB.png,,,,,,,,,,,,,,,,,,,,m,0,0.9327,,,,,,,,0,88,88,117,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.7314,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,DOUGH,C,z,y,./images/DOUGH.png,,,,,,,,,,,,,,,,,,,,z,1,0.7314,,,,,,,,0,89,89,103,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.6218,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,STOVE,HB,m,y,./images/STOVEHB.png,,,,,,,,,,,,,,,,,,,,m,1,0.6218,,,,,,,,0,90,90,2,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,1.0932,0,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,TORCH,HB,z,y,./images/TORCHHB.png,,,,,,,,,,,,,,,,,,,,m,0,1.0932,,,,,,,,0,91,91,152,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.8904,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,THROAT,LB,z,y,./images/THROATLB.png,,,,,,,,,,,,,,,,,,,,z,1,0.8904,,,,,,,,0,92,92,120,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,2.1016,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,HOCKEY,HB,m,y,./images/HOCKEYHB.png,,,,,,,,,,,,,,,,,,,,m,1,2.1016,,,,,,,,0,93,93,32,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.7038,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,ONION,LB,z,y,./images/ONIONLB.png,,,,,,,,,,,,,,,,,,,,z,1,0.7038,,,,,,,,0,94,94,135,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,1.3228,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,VALLEY,HB,m,y,./images/VALLEYHB.png,,,,,,,,,,,,,,,,,,,,m,1,1.3228,,,,,,,,0,95,95,68,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,2.6149,0,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,MONKEY,LB,m,y,./images/MONKEYLB.png,,,,,,,,,,,,,,,,,,,,z,0,2.6149,,,,,,,,0,96,96,45,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.8685,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,LLAMA,HB,m,y,./images/LLAMAHB.png,,,,,,,,,,,,,,,,,,,,m,1,0.8685,,,,,,,,0,97,97,35,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.9574,0,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,SHORE,LB,z,y,./images/SHORELB.png,,,,,,,,,,,,,,,,,,,,m,0,0.9574,,,,,,,,0,98,98,96,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.8198,0,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,CRATER,LB,m,y,./images/CRATERLB.png,,,,,,,,,,,,,,,,,,,,z,0,0.8198,,,,,,,,0,99,99,3,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.612,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,BAKER,LB,m,y,./images/BAKERLB.png,,,,,,,,,,,,,,,,,,,,m,1,0.612,,,,,,,,0,100,100,63,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.7511,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,SMOKER,HB,z,y,./images/SMOKERHB.png,,,,,,,,,,,,,,,,,,,,z,1,0.7511,,,,,,,,0,101,101,110,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.9006,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,PEACH,HB,z,y,./images/PEACHHB.png,,,,,,,,,,,,,,,,,,,,z,1,0.9006,,,,,,,,0,102,102,119,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.681,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,CLIFF,HB,m,y,./images/CLIFFHB.png,,,,,,,,,,,,,,,,,,,,m,1,0.681,,,,,,,,0,103,103,8,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.7155,0,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,BUTTER,LB,m,y,./images/BUTTERLB.png,,,,,,,,,,,,,,,,,,,,z,0,0.7155,,,,,,,,0,104,104,27,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.6583,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,FLASK,LB,m,y,./images/FLASKLB.png,,,,,,,,,,,,,,,,,,,,m,1,0.6583,,,,,,,,0,105,105,72,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.6886,0,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,ENGINE,HB,m,y,./images/ENGINEHB.png,,,,,,,,,,,,,,,,,,,,z,0,0.6886,,,,,,,,0,106,106,38,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.7138,0,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,GLOVE,C,m,y,./images/GLOVE.png,,,,,,,,,,,,,,,,,,,,z,0,0.7138,,,,,,,,0,107,107,73,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.9183,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,MOOSE,LB,z,y,./images/MOOSELB.png,,,,,,,,,,,,,,,,,,,,z,1,0.9183,,,,,,,,0,108,108,141,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.6567,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,URINE,C,z,y,./images/URINE.png,,,,,,,,,,,,,,,,,,,,z,1,0.6567,,,,,,,,0,109,109,154,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.7348,0,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,GRAPE,C,m,y,./images/GRAPE.png,,,,,,,,,,,,,,,,,,,,z,0,0.7348,,,,,,,,0,110,110,16,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.9184,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,POODLE,LB,z,y,./images/POODLELB.png,,,,,,,,,,,,,,,,,,,,z,1,0.9184,,,,,,,,0,111,111,165,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.8587,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,PICKLE,HB,z,y,./images/PICKLEHB.png,,,,,,,,,,,,,,,,,,,,z,1,0.8587,,,,,,,,0,112,112,98,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.7836,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,STORM,LB,z,y,./images/STORMLB.png,,,,,,,,,,,,,,,,,,,,z,1,0.7836,,,,,,,,0,113,113,114,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.7527,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,CURRY,LB,m,y,./images/CURRYLB.png,,,,,,,,,,,,,,,,,,,,m,1,0.7527,,,,,,,,0,114,114,60,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.8361,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,WEASEL,HB,z,y,./images/WEASELHB.png,,,,,,,,,,,,,,,,,,,,z,1,0.8361,,,,,,,,0,115,115,164,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.7578,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,JUNGLE,HB,z,y,./images/JUNGLEHB.png,,,,,,,,,,,,,,,,,,,,z,1,0.7578,,,,,,,,0,116,116,167,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,1.1729,0,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,BAMBOO,HB,m,y,./images/BAMBOOHB.png,,,,,,,,,,,,,,,,,,,,z,0,1.1729,,,,,,,,0,117,117,5,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.9097,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,BANNER,C,z,y,./images/BANNER.png,,,,,,,,,,,,,,,,,,,,z,1,0.9097,,,,,,,,0,118,118,136,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,1.2316,0,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,SAUNA,LB,m,y,./images/SAUNALB.png,,,,,,,,,,,,,,,,,,,,z,0,1.2316,,,,,,,,0,119,119,33,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.69,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,SNACK,C,z,y,./images/SNACK.png,,,,,,,,,,,,,,,,,,,,z,1,0.69,,,,,,,,0,120,120,157,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.8898,0,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,SAUCE,LB,m,y,./images/SAUCELB.png,,,,,,,,,,,,,,,,,,,,z,0,0.8898,,,,,,,,0,121,121,51,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.7617,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,CARPET,HB,z,y,./images/CARPETHB.png,,,,,,,,,,,,,,,,,,,,z,1,0.7617,,,,,,,,0,122,122,137,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.8034,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,PURSE,HB,z,y,./images/PURSEHB.png,,,,,,,,,,,,,,,,,,,,z,1,0.8034,,,,,,,,0,123,123,146,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,1.2677,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,CHERRY,LB,m,y,./images/CHERRYLB.png,,,,,,,,,,,,,,,,,,,,m,1,1.2677,,,,,,,,0,124,124,54,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.7499,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,space,,,,,,TULIP,HB,z,y,./images/TULIPHB.png,0.6852,,,,,,,,,,,,,,,,,,,z,1,0.7499,,,,,,,,0,125,125,92,1
,,,,,,,,,,,,,,,,,5c054e8a553fb800011917d7,22,2022-02-12_14h05.18.811,lexical_decision_task_DD_L6,2021.2.3,Win32,164.0419948,,,,,,,,,,,0.9994,1,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,-0.395138889,0,0,0,,,,,,,GARDEN,C,m,y,./images/GARDEN.png,,,,,,,,,,,,,,,,,,,,m,1,0.9994,,,,,,,,0,126,126,10,1
