key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,key_resp_2.rt,break_done_keyboard.rt,break_done_touch.clicked_name,key_resp.rt,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.725,1,,,,,,,,,,,,,,z,1,,,,,,,,0.209178228,-0.306830309,0,0,0,,0,26,26,143,1,MONGS,LB,old,z,./images/MONGSLB.png,0.725,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.6337,1,,,,,,,,,,,,,,z,1,,,,,,,,0.209178228,-0.306830309,0,0,0,,0,27,27,123,1,SEDGE,C,old,z,./images/SEDGE.png,0.6337,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.6598,1,,,,,,,,,,,,,,z,1,,,,,,,,0.209178228,-0.306830309,0,0,0,,0,28,28,144,1,NAIRY,C,old,z,./images/NAIRY.png,0.6598,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.6997,1,,,,,,,,,,,,,,m,1,,,,,,,,0.209178228,-0.306830309,0,0,0,,0,29,29,67,1,POKER,LB,old,m,./images/POKERLB.png,0.6997,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.683,1,,,,,,,,,,,,,,z,1,,,,,,,,0.209178228,-0.306830309,0,0,0,,0,30,30,152,1,FRAIN,LB,old,z,./images/FRAINLB.png,0.683,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.0959,1,,,,,,,,,,,,,,z,1,,,,,,,,0.209178228,-0.306830309,0,0,0,,0,31,31,150,1,NOOLS,C,old,z,./images/NOOLS.png,1.0959,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.2232,1,,,,,,,,,,,,,,z,1,,,,,,,,0.209178228,-0.306830309,0,0,0,,0,32,32,121,1,CEERS,HB,old,z,./images/CEERSHB.png,1.2232,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.7196,1,,,,,,,,,,,,,,m,1,,,,,,,,0.209178228,-0.306830309,0,0,0,,0,33,33,69,1,ARROW,HB,old,m,./images/ARROWHB.png,0.7196,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.5075,1,,,,,,,,,,,,,,m,1,,,,,,,,0.209178228,-0.306830309,0,0,0,,0,34,34,7,1,WAGON,LB,old,m,./images/WAGONLB.png,1.5075,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.0296,1,,,,,,,,,,,,,,z,1,,,,,,,,0.209178228,-0.306830309,0,0,0,,0,35,35,153,1,CLUPS,C,old,z,./images/CLUPS.png,1.0296,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.6397,1,,,,,,,,,,,,,,m,1,,,,,,,,0.209178228,-0.306830309,0,0,0,,0,36,36,17,1,PARADE,C,old,m,./images/PARADE.png,0.6397,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.9004,1,,,,,,,,,,,,,,m,1,,,,,,,,0.209178228,-0.306830309,0,0,0,,0,37,37,51,1,SAUCE,HB,old,m,./images/SAUCEHB.png,0.9004,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.8758,1,,,,,,,,,,,,,,z,1,,,,,,,,0.209178228,-0.306830309,0,0,0,,0,38,38,131,1,NACES,LB,old,z,./images/NACESLB.png,0.8758,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.926,1,,,,,,,,,,,,,,z,1,,,,,,,,0.209178228,-0.306830309,0,0,0,,0,39,39,114,1,RIKES,C,old,z,./images/RIKES.png,0.926,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.1788,1,,,,,,,,,,,,,,m,1,,,,,,,,0.209178228,-0.306830309,0,0,0,,0,40,40,6,1,STAIN,HB,old,m,./images/STAINHB.png,1.1788,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.77,1,,,,,,,,,,,,,,z,1,,,,,,,,0.805763074,-0.081643543,0,0,0,space,0,41,41,155,1,CANGY,LB,old,z,./images/CANGYLB.png,0.77,3.8812,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.9794,1,,,,,,,,,,,,,,z,1,,,,,,,,1.002134472,-0.114727855,0,0,0,,0,42,42,163,1,GAMBA,HB,old,z,./images/GAMBAHB.png,1.9794,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.8427,1,,,,,,,,,,,,,,z,1,,,,,,,,1.002134472,-0.114727855,0,0,0,,0,43,43,130,1,CRILL,HB,old,z,./images/CRILLHB.png,1.8427,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.4069,1,,,,,,,,,,,,,,z,1,,,,,,,,1.002134472,-0.114727855,0,0,0,,0,44,44,140,1,DOVET,LB,old,z,./images/DOVETLB.png,1.4069,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.8838,1,,,,,,,,,,,,,,m,1,,,,,,,,1.002134472,-0.114727855,0,0,0,,0,45,45,8,1,CLIFF,C,old,m,./images/CLIFF.png,1.8838,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,2.5443,1,,,,,,,,,,,,,,z,1,,,,,,,,1.002134472,-0.114727855,0,0,0,,0,46,46,94,1,BLANS,HB,old,z,./images/BLANSHB.png,2.5443,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.7197,1,,,,,,,,,,,,,,m,1,,,,,,,,1.002134472,-0.114727855,0,0,0,,0,47,47,37,1,TIGER,LB,old,m,./images/TIGERLB.png,0.7197,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.6132,1,,,,,,,,,,,,,,m,1,,,,,,,,1.002134472,-0.114727855,0,0,0,,0,48,48,74,1,JUMPER,C,old,m,./images/JUMPER.png,0.6132,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.4994,1,,,,,,,,,,,,,,z,1,,,,,,,,1.002134472,-0.114727855,0,0,0,,0,49,49,102,1,DULLE,C,old,z,./images/DULLE.png,0.4994,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.5304,1,,,,,,,,,,,,,,m,1,,,,,,,,1.002134472,-0.114727855,0,0,0,,0,50,50,52,1,DESERT,LB,old,m,./images/DESERTLB.png,0.5304,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.936,1,,,,,,,,,,,,,,z,1,,,,,,,,1.002134472,-0.114727855,0,0,0,,0,51,51,105,1,MOKER,C,old,z,./images/MOKER.png,0.936,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.9515,1,,,,,,,,,,,,,,m,1,,,,,,,,1.002134472,-0.114727855,0,0,0,,0,52,52,48,1,SHIELD,HB,old,m,./images/SHIELDHB.png,0.9515,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.4338,1,,,,,,,,,,,,,,z,1,,,,,,,,1.002134472,-0.114727855,0,0,0,,0,53,53,127,1,NINDY,HB,old,z,./images/NINDYHB.png,1.4338,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.1876,1,,,,,,,,,,,,,,m,1,,,,,,,,1.002134472,-0.114727855,0,0,0,,0,54,54,14,1,FENCE,C,old,m,./images/FENCE.png,1.1876,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.6671,0,,,,,,,,,,,,,,z,0,,,,,,,,1.002134472,-0.114727855,0,0,0,,0,55,55,27,1,BUTTER,HB,old,m,./images/BUTTERHB.png,1.6671,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.6931,1,,,,,,,,,,,,,,m,1,,,,,,,,1.002134472,-0.114727855,0,0,0,,0,56,56,82,1,PEBBLE,LB,old,m,./images/PEBBLELB.png,0.6931,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.6048,1,,,,,,,,,,,,,,m,1,,,,,,,,1.002134472,-0.114727855,0,0,0,,0,57,57,25,1,CHALK,LB,old,m,./images/CHALKLB.png,1.6048,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.401,1,,,,,,,,,,,,,,z,1,,,,,,,,1.002134472,-0.114727855,0,0,0,,0,58,58,166,1,SHORY,HB,old,z,./images/SHORYHB.png,1.401,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.9578,1,,,,,,,,,,,,,,z,1,,,,,,,,1.002134472,-0.114727855,0,0,0,,0,59,59,103,1,FLORT,HB,old,z,./images/FLORTHB.png,1.9578,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,3.904,1,,,,,,,,,,,,,,z,1,,,,,,,,1.002134472,-0.114727855,0,0,0,,0,60,60,84,1,HAXES,C,old,z,./images/HAXES.png,3.904,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,2.2064,1,,,,,,,,,,,,,,z,1,,,,,,,,1.002134472,-0.114727855,0,0,0,,0,61,61,148,1,JOMS,HB,old,z,./images/JOMSHB.png,2.2064,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.0347,1,,,,,,,,,,,,,,m,1,,,,,,,,1.002134472,-0.114727855,0,0,0,,0,62,62,75,1,HAMMER,HB,old,m,./images/HAMMERHB.png,1.0347,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.7969,1,,,,,,,,,,,,,,m,1,,,,,,,,1.002134472,-0.114727855,0,0,0,,0,63,63,46,1,MUMMY,LB,old,m,./images/MUMMYLB.png,0.7969,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.6708,1,,,,,,,,,,,,,,z,1,,,,,,,,1.002134472,-0.114727855,0,0,0,,0,64,64,146,1,MOOST,LB,old,z,./images/MOOSTLB.png,0.6708,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.9373,1,,,,,,,,,,,,,,m,1,,,,,,,,1.002134472,-0.114727855,0,0,0,,0,65,65,0,1,WALNUT,HB,old,m,./images/WALNUTHB.png,0.9373,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.7286,1,,,,,,,,,,,,,,z,1,,,,,,,,1.002134472,-0.114727855,0,0,0,,0,66,66,90,1,NEAST,C,old,z,./images/NEAST.png,1.7286,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,3.6614,1,,,,,,,,,,,,,,m,1,,,,,,,,1.002134472,-0.114727855,0,0,0,,0,67,67,32,1,HOCKEY,C,old,m,./images/HOCKEY.png,3.6614,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.5642,1,,,,,,,,,,,,,,z,1,,,,,,,,1.002134472,-0.114727855,0,0,0,,0,68,68,156,1,HIXES,C,old,z,./images/HIXES.png,1.5642,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.8326,1,,,,,,,,,,,,,,m,1,,,,,,,,1.002134472,-0.114727855,0,0,0,,0,69,69,68,1,VALLEY,C,old,m,./images/VALLEY.png,0.8326,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.8827,0,,,,,,,,,,,,,,m,0,,,,,,,,1.002134472,-0.114727855,0,0,0,,0,70,70,109,1,BURGE,HB,old,z,./images/BURGEHB.png,1.8827,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.6233,1,,,,,,,,,,,,,,z,1,,,,,,,,1.002134472,-0.114727855,0,0,0,,0,71,71,113,1,LINEW,LB,old,z,./images/LINEWLB.png,0.6233,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.7267,1,,,,,,,,,,,,,,z,1,,,,,,,,1.002134472,-0.114727855,0,0,0,,0,72,72,167,1,ZONET,LB,old,z,./images/ZONETLB.png,0.7267,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,6.8764,1,,,,,,,,,,,,,,m,1,,,,,,,,1.002134472,-0.114727855,0,0,0,,0,73,73,60,1,CURRY,HB,old,m,./images/CURRYHB.png,6.8764,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.1481,1,,,,,,,,,,,,,,z,1,,,,,,,,1.002134472,-0.114727855,0,0,0,,0,74,74,100,1,DRIBS,HB,old,z,./images/DRIBSHB.png,1.1481,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.7198,1,,,,,,,,,,,,,,m,1,,,,,,,,1.002134472,-0.114727855,0,0,0,,0,75,75,13,1,BUNNY,LB,old,m,./images/BUNNYLB.png,0.7198,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.7391,1,,,,,,,,,,,,,,m,1,,,,,,,,1.002134472,-0.114727855,0,0,0,,0,76,76,29,1,PISTOL,C,old,m,./images/PISTOL.png,0.7391,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.6506,1,,,,,,,,,,,,,,m,1,,,,,,,,1.002134472,-0.114727855,0,0,0,,0,77,77,5,1,BAMBOO,C,old,m,./images/BAMBOO.png,0.6506,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.5754,1,,,,,,,,,,,,,,z,1,,,,,,,,1.002134472,-0.114727855,0,0,0,,0,78,78,87,1,TRING,C,old,z,./images/TRING.png,0.5754,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.7672,1,,,,,,,,,,,,,,m,1,,,,,,,,1.002134472,-0.114727855,0,0,0,,0,79,79,45,1,MONKEY,HB,old,m,./images/MONKEYHB.png,0.7672,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.8131,1,,,,,,,,,,,,,,z,1,,,,,,,,1.002134472,-0.114727855,0,0,0,,0,80,80,91,1,SHENS,HB,old,z,./images/SHENSHB.png,0.8131,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.7392,1,,,,,,,,,,,,,,z,1,,,,,,,,1.002134472,-0.114727855,0,0,0,,0,81,81,164,1,SGREW,LB,old,z,./images/SGREWLB.png,0.7392,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.4188,1,,,,,,,,,,,,,,m,1,,,,,,,,1.002134472,-0.114727855,0,0,0,,0,82,82,78,1,BROOM,HB,old,m,./images/BROOMHB.png,1.4188,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.8664,0,,,,,,,,,,,,,,z,0,,,,,,,,0.053361793,-0.427427962,1,0,0,,0,83,83,41,1,STREAM,C,old,m,./images/STREAM.png,0.8664,,break_done_button,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,4.1559,1,,,,,,,,,,,,,,z,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,84,84,118,1,BAVEL,HB,old,z,./images/BAVELHB.png,4.1559,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.7168,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,85,85,34,1,RAZOR,LB,old,m,./images/RAZORLB.png,0.7168,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,2.3913,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,86,86,63,1,BAKER,HB,old,m,./images/BAKERHB.png,2.3913,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.6248,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,87,87,35,1,LLAMA,C,old,m,./images/LLAMA.png,1.6248,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.9522,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,88,88,66,1,STATUE,HB,old,m,./images/STATUEHB.png,0.9522,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,3.2344,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,89,89,53,1,POSTER,C,old,m,./images/POSTER.png,3.2344,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.3334,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,90,90,30,1,SLOPE,HB,old,m,./images/SLOPEHB.png,1.3334,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.835,1,,,,,,,,,,,,,,z,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,91,91,119,1,PAFER,LB,old,z,./images/PAFERLB.png,0.835,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.9093,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,92,92,4,1,BOXER,LB,old,m,./images/BOXERLB.png,1.9093,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.775,1,,,,,,,,,,,,,,z,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,93,93,111,1,HOSSE,C,old,z,./images/HOSSE.png,0.775,,,,,,,,,,,,,,,,,,,,,,,
