key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,key_resp_2.rt,break_done_keyboard.rt,break_done_touch.clicked_name,key_resp.rt,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.6707,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,94,94,54,1,CHERRY,HB,old,m,./images/CHERRYHB.png,0.6707,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.8408,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,95,95,70,1,BANANA,LB,old,m,./images/BANANALB.png,0.8408,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,2.2138,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,96,96,31,1,STEAK,LB,old,m,./images/STEAKLB.png,2.2138,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.7968,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,97,97,83,1,WHISKY,C,old,m,./images/WHISKY.png,0.7968,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.0228,0,,,,,,,,,,,,,,m,0,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,98,98,128,1,GRIFT,LB,old,z,./images/GRIFTLB.png,1.0228,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.8223,1,,,,,,,,,,,,,,z,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,99,99,96,1,KEAMS,C,old,z,./images/KEAMS.png,0.8223,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,2.022,1,,,,,,,,,,,,,,z,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,100,100,104,1,GITTY,LB,old,z,./images/GITTYLB.png,2.022,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.9409,1,,,,,,,,,,,,,,z,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,101,101,145,1,LAMEL,HB,old,z,./images/LAMELHB.png,0.9409,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.5484,1,,,,,,,,,,,,,,z,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,102,102,162,1,LEICH,C,old,z,./images/LEICH.png,1.5484,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.6463,1,,,,,,,,,,,,,,z,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,103,103,147,1,ZOLES,C,old,z,./images/ZOLES.png,0.6463,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.843,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,104,104,44,1,BASKET,C,old,m,./images/BASKET.png,0.843,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.2162,1,,,,,,,,,,,,,,z,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,105,105,161,1,BLAPS,LB,old,z,./images/BLAPSLB.png,1.2162,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,9.6165,0,,,,,,,,,,,,,,z,0,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,106,106,18,1,PARCEL,HB,old,m,./images/PARCELHB.png,9.6165,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,3.5408,1,,,,,,,,,,,,,,z,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,107,107,136,1,WERVE,HB,old,z,./images/WERVEHB.png,3.5408,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,3.9476,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,108,108,64,1,BRIDE,LB,old,m,./images/BRIDELB.png,3.9476,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.5409,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,109,109,56,1,HEATER,C,old,m,./images/HEATER.png,1.5409,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.3401,1,,,,,,,,,,,,,,z,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,110,110,122,1,BLOOT,LB,old,z,./images/BLOOTLB.png,1.3401,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.8594,1,,,,,,,,,,,,,,z,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,111,111,95,1,HANTY,LB,old,z,./images/HANTYLB.png,0.8594,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.8508,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,112,112,39,1,CANDY,HB,old,m,./images/CANDYHB.png,0.8508,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.9358,1,,,,,,,,,,,,,,z,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,113,113,165,1,TROWN,C,old,z,./images/TROWN.png,0.9358,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,2.1915,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,114,114,12,1,BLOKE,HB,old,m,./images/BLOKEHB.png,2.1915,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.9129,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,115,115,49,1,BISHOP,LB,old,m,./images/BISHOPLB.png,0.9129,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.6989,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,116,116,15,1,COLLAR,HB,old,m,./images/COLLARHB.png,0.6989,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.6265,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,117,117,1,1,TOWEL,LB,old,m,./images/TOWELLB.png,0.6265,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.8286,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,118,118,79,1,RULER,LB,old,m,./images/RULERLB.png,0.8286,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.6708,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,119,119,38,1,ENGINE,C,old,m,./images/ENGINE.png,0.6708,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.6891,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,120,120,47,1,LAGOON,C,old,m,./images/LAGOON.png,0.6891,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,2.7662,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,121,121,36,1,BOILER,HB,old,m,./images/BOILERHB.png,2.7662,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.267,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,122,122,3,1,CRATER,HB,old,m,./images/CRATERHB.png,1.267,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.7332,1,,,,,,,,,,,,,,z,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,123,123,138,1,PLICE,C,old,z,./images/PLICE.png,0.7332,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.7078,1,,,,,,,,,,,,,,z,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,124,124,98,1,BAMPS,LB,old,z,./images/BAMPSLB.png,0.7078,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.046,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,space,0,125,125,16,1,GRAPE,LB,old,m,./images/GRAPELB.png,1.046,4.2916,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.0069,1,,,,,,,,,,,,,,z,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,126,126,101,1,GLEET,LB,old,z,./images/GLEETLB.png,1.0069,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.8199,1,,,,,,,,,,,,,,z,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,127,127,97,1,CHIDS,HB,old,z,./images/CHIDSHB.png,1.8199,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.0748,1,,,,,,,,,,,,,,z,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,128,128,88,1,GLUSH,HB,old,z,./images/GLUSHHB.png,1.0748,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.261,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,129,129,65,1,SPINE,C,old,m,./images/SPINE.png,1.261,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.0844,1,,,,,,,,,,,,,,z,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,130,130,154,1,THINT,HB,old,z,./images/THINTHB.png,1.0844,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,2.3294,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,131,131,21,1,DANCER,HB,old,m,./images/DANCERHB.png,2.3294,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.9414,1,,,,,,,,,,,,,,z,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,132,132,107,1,FASKS,LB,old,z,./images/FASKSLB.png,0.9414,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.837,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,133,133,23,1,CLOTH,C,old,m,./images/CLOTH.png,0.837,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.6712,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,134,134,26,1,CLOUD,C,old,m,./images/CLOUD.png,1.6712,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,2.7374,1,,,,,,,,,,,,,,z,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,135,135,116,1,BALGY,LB,old,z,./images/BALGYLB.png,2.7374,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,2.3682,1,,,,,,,,,,,,,,z,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,136,136,135,1,JOODY,C,old,z,./images/JOODY.png,2.3682,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.9804,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,137,137,22,1,CLOWN,LB,old,m,./images/CLOWNLB.png,0.9804,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.484,1,,,,,,,,,,,,,,z,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,138,138,93,1,SMONE,C,old,z,./images/SMONE.png,1.484,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.8569,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,139,139,43,1,STOOL,LB,old,m,./images/STOOLLB.png,1.8569,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.7998,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,140,140,10,1,GARDEN,LB,old,m,./images/GARDENLB.png,0.7998,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.7965,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,141,141,40,1,SNAKE,LB,old,m,./images/SNAKELB.png,0.7965,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.8067,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,142,142,72,1,FLASK,HB,old,m,./images/FLASKHB.png,0.8067,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.0755,1,,,,,,,,,,,,,,z,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,143,143,139,1,BLEAR,HB,old,z,./images/BLEARHB.png,1.0755,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,2.638,1,,,,,,,,,,,,,,z,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,144,144,125,1,MOOKY,LB,old,z,./images/MOOKYLB.png,2.638,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.7997,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,145,145,20,1,GRANNY,C,old,m,./images/GRANNY.png,0.7997,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.5642,1,,,,,,,,,,,,,,z,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,146,146,117,1,STEEG,C,old,z,./images/STEEG.png,1.5642,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.9689,1,,,,,,,,,,,,,,z,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,147,147,137,1,JOOST,LB,old,z,./images/JOOSTLB.png,1.9689,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.0374,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,148,148,50,1,PILOT,C,old,m,./images/PILOT.png,1.0374,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.2,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,149,149,19,1,DONKEY,LB,old,m,./images/DONKEYLB.png,1.2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.9481,1,,,,,,,,,,,,,,z,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,150,150,86,1,AIFED,LB,old,z,./images/AIFEDLB.png,1.9481,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,3.2222,1,,,,,,,,,,,,,,z,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,151,151,151,1,TINKY,HB,old,z,./images/TINKYHB.png,3.2222,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.3334,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,152,152,77,1,WHEEL,C,old,m,./images/WHEEL.png,1.3334,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.2362,1,,,,,,,,,,,,,,z,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,153,153,149,1,VEASE,LB,old,z,./images/VEASELB.png,1.2362,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.1502,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,154,154,57,1,FERRY,HB,old,m,./images/FERRYHB.png,1.1502,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.3922,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,155,155,62,1,MAMMAL,C,old,m,./images/MAMMAL.png,1.3922,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.1625,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,156,156,9,1,DIVER,HB,old,m,./images/DIVERHB.png,1.1625,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.927,1,,,,,,,,,,,,,,z,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,157,157,157,1,INLER,HB,old,z,./images/INLERHB.png,1.927,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.8675,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,158,158,73,1,GLOVE,LB,old,m,./images/GLOVELB.png,0.8675,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.2617,1,,,,,,,,,,,,,,z,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,159,159,158,1,EGECT,LB,old,z,./images/EGECTLB.png,1.2617,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.8533,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,160,160,76,1,MIDGET,LB,old,m,./images/MIDGETLB.png,0.8533,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.0206,1,,,,,,,,,,,,,,z,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,161,161,129,1,PRANS,C,old,z,./images/PRANS.png,1.0206,,,,,,,,,,,,,,,,,,,,,,,
