key_resp.keys,key_resp.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,instr_done_touch.clicked_name,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran,break_done_touch.clicked_name
space,24.2229,-0.067747396,-0.466636285,0,0,0,0,0,0,0,1,1,instructions,"INSTRUCTIONS
At the start of each trial, look at the plus sign  (+) in the center of the screen.  This tells you that a trial is about to begin and where to look. Second, the plus sign will disappear and a string of letters will appear. Your task is to determine if the string of letters is a word or not. If the item is a word press the M key (on keyboard)  or touch the word button (phone/tablet).  If the item is not a word,  press the  Z key (on keyboard)  or touch the nonword button (on phone/tablet). 
Press the space bar or touch  continue.",0,,199723,18,2022-01-28_21h08.23.492,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,8.4848,-0.067747396,-0.466636285,0,0,0,0,1,1,1,1,2,instructions,"If your device has a keyboard, press the 'Z' key for nonwords and the 'M' key for words.





Press the space bar or touch the button below to continue.",0,keyboard-example.gif,199723,18,2022-01-28_21h08.23.492,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,2.7044,-0.067747396,-0.466636285,0,0,0,0,2,2,2,1,3,instructions,"If you are using a touchscreen only device, use the buttons on the screen. Do not use the mouse.





Press the space bar or touch the button below to continue.",0,touchscreen-example.gif,199723,18,2022-01-28_21h08.23.492,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,2.9684,-0.067747396,-0.466636285,0,0,0,0,3,3,3,1,4,instructions,"It is very important that you respond as quickly and accurately as possible, as each letter string will only be on the screen for two seconds. If you do not respond within this time, the message 'Too slow!' will be displayed and the experiment will progress to the next letter string. The first 20 trials will be practice trials and you will receive feedback on your answers. 

Press the space bar or touch the button below to start the practice trials.",0,,199723,18,2022-01-28_21h08.23.492,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199723,18,2022-01-28_21h08.23.492,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,z,1,5.4755,,,,,,,,5.4755,1,0,0,0,8,1,1001,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199723,18,2022-01-28_21h08.23.492,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,m,1,3.2124,,,,,,,,3.2124,1,0,1,1,3,1,1001,MATRIX,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199723,18,2022-01-28_21h08.23.492,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,z,1,1.6558,,,,,,,,1.6558,1,0,2,2,9,1,1001,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199723,18,2022-01-28_21h08.23.492,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,m,1,1.9274,,,,,,,,1.9274,1,0,3,3,0,1,1001,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199723,18,2022-01-28_21h08.23.492,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,m,1,1.363,,,,,,,,1.363,1,0,4,4,6,1,1001,ZOMBIE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199723,18,2022-01-28_21h08.23.492,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,m,1,0.942,,,,,,,,0.942,1,0,5,5,1,1,1001,ADJUST,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199723,18,2022-01-28_21h08.23.492,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,m,1,0.9275,,,,,,,,0.9275,1,0,6,6,4,1,1001,SQUEAK,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199723,18,2022-01-28_21h08.23.492,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,z,1,1.0714,,,,,,,,1.0714,1,0,7,7,10,1,1001,INLADE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199723,18,2022-01-28_21h08.23.492,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,z,1,1.3454,,,,,,,,1.3454,1,0,8,8,15,1,1001,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199723,18,2022-01-28_21h08.23.492,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,z,1,1.2082,,,,,,,,1.2082,1,0,9,9,14,1,1001,THRALE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199723,18,2022-01-28_21h08.23.492,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,m,1,0.6056,,,,,,,,0.6056,1,0,10,10,2,1,1001,ALMOND,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199723,18,2022-01-28_21h08.23.492,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,z,1,0.9056,,,,,,,,0.9056,1,0,11,11,13,1,1001,ROUPET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199723,18,2022-01-28_21h08.23.492,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,m,1,0.8985,,,,,,,,0.8985,1,0,12,12,5,1,1001,OBTAIN,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199723,18,2022-01-28_21h08.23.492,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,z,1,0.7512,,,,,,,,0.7512,1,0,13,13,12,1,1001,SPRINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199723,18,2022-01-28_21h08.23.492,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,m,1,0.5922,,,,,,,,0.5922,1,0,14,14,7,1,1001,VOLUME,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199723,18,2022-01-28_21h08.23.492,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,z,1,1.1912,,,,,,,,1.1912,1,0,15,15,11,1,1001,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,2.8526,-0.053059896,-0.447751736,0,0,0,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,199723,18,2022-01-28_21h08.23.492,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199723,18,2022-01-28_21h08.23.492,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.3417,1,,,,,,,,,,,,,,z,1,1.3417,,,,,,,,-0.053059896,-0.447751736,0,0,0,,0,0,0,117,1,STEEG,C,old,z,./images/STEEG.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199723,18,2022-01-28_21h08.23.492,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,3.6386,1,,,,,,,,,,,,,,z,1,3.6386,,,,,,,,-0.053059896,-0.447751736,0,0,0,,0,1,1,112,1,MYING,HB,old,z,./images/MYINGHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199723,18,2022-01-28_21h08.23.492,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.9663,1,,,,,,,,,,,,,,m,1,0.9663,,,,,,,,-0.053059896,-0.447751736,0,0,0,,0,2,2,81,1,POODLE,HB,old,m,./images/POODLEHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199723,18,2022-01-28_21h08.23.492,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.1434,1,,,,,,,,,,,,,,m,1,1.1434,,,,,,,,-0.053059896,-0.447751736,0,0,0,,0,3,3,59,1,BURIAL,C,old,m,./images/BURIAL.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199723,18,2022-01-28_21h08.23.492,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.1209,1,,,,,,,,,,,,,,m,1,1.1209,,,,,,,,-0.053059896,-0.447751736,0,0,0,,0,4,4,74,1,CEMENT,C,old,m,./images/CEMENT.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199723,18,2022-01-28_21h08.23.492,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.8919,1,,,,,,,,,,,,,,z,1,0.8919,,,,,,,,-0.053059896,-0.447751736,0,0,0,,0,5,5,144,1,NAIRY,C,old,z,./images/NAIRY.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199723,18,2022-01-28_21h08.23.492,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.7222,1,,,,,,,,,,,,,,m,1,0.7222,,,,,,,,-0.053059896,-0.447751736,0,0,0,,0,6,6,0,1,TOMATO,HB,old,m,./images/TOMATOHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199723,18,2022-01-28_21h08.23.492,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.6904,1,,,,,,,,,,,,,,m,1,0.6904,,,,,,,,-0.053059896,-0.447751736,0,0,0,,0,7,7,83,1,JUNGLE,C,old,m,./images/JUNGLE.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199723,18,2022-01-28_21h08.23.492,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.6556,1,,,,,,,,,,,,,,z,1,0.6556,,,,,,,,-0.053059896,-0.447751736,0,0,0,,0,8,8,162,1,LEICH,C,old,z,./images/LEICH.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199723,18,2022-01-28_21h08.23.492,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.578,1,,,,,,,,,,,,,,m,1,0.578,,,,,,,,-0.053059896,-0.447751736,0,0,0,,0,9,9,26,1,SMOKER,C,old,m,./images/SMOKER.png,,,,,,,,,,,,,,,,,,,,,,,
