key_resp.keys,key_resp.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,instr_done_touch.clicked_name,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,200098,19,2022-01-28_16h27.13.996,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,0.9294,1,,,,,,,,,,,,,,m,1,0.9294,,,,,,,,-0.023843859,-0.467492472,0,0,0,,0,4,4,80,1,WEASEL,C,old,m,./images/WEASEL.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200098,19,2022-01-28_16h27.13.996,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,1.1015,1,,,,,,,,,,,,,,z,1,1.1015,,,,,,,,-0.023843859,-0.467492472,0,0,0,,0,5,5,142,1,PLASK,HB,old,z,./images/PLASKHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200098,19,2022-01-28_16h27.13.996,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,0.8081,1,,,,,,,,,,,,,,m,1,0.8081,,,,,,,,-0.023843859,-0.467492472,0,0,0,,0,6,6,0,1,TOMATO,HB,old,m,./images/TOMATOHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200098,19,2022-01-28_16h27.13.996,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,1.0066,1,,,,,,,,,,,,,,m,1,1.0066,,,,,,,,-0.023843859,-0.467492472,0,0,0,,0,7,7,43,1,MOSQUE,LB,old,m,./images/MOSQUELB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200098,19,2022-01-28_16h27.13.996,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,0.9508,1,,,,,,,,,,,,,,z,1,0.9508,,,,,,,,-0.023843859,-0.467492472,0,0,0,,0,8,8,165,1,TROWN,C,old,z,./images/TROWN.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200098,19,2022-01-28_16h27.13.996,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,0.6556,1,,,,,,,,,,,,,,m,1,0.6556,,,,,,,,-0.023843859,-0.467492472,0,0,0,,0,9,9,71,1,PIMPLE,C,old,m,./images/PIMPLE.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200098,19,2022-01-28_16h27.13.996,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,1.4509,0,,,,,,,,,,,,,,z,0,1.4509,,,,,,,,-0.023843859,-0.467492472,0,0,0,,0,10,10,17,1,SKIING,C,old,m,./images/SKIING.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200098,19,2022-01-28_16h27.13.996,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,0.8363,1,,,,,,,,,,,,,,z,1,0.8363,,,,,,,,-0.023843859,-0.467492472,0,0,0,,0,11,11,138,1,PLICE,C,old,z,./images/PLICE.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200098,19,2022-01-28_16h27.13.996,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,0.9195,1,,,,,,,,,,,,,,z,1,0.9195,,,,,,,,-0.023843859,-0.467492472,0,0,0,,0,12,12,146,1,MOOST,LB,old,z,./images/MOOSTLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200098,19,2022-01-28_16h27.13.996,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,1.4642,1,,,,,,,,,,,,,,m,1,1.4642,,,,,,,,-0.023843859,-0.467492472,0,0,0,,0,13,13,34,1,CANYON,LB,old,m,./images/CANYONLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200098,19,2022-01-28_16h27.13.996,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,0.7209,1,,,,,,,,,,,,,,m,1,0.7209,,,,,,,,-0.023843859,-0.467492472,0,0,0,,0,14,14,66,1,SWEAT,HB,old,m,./images/SWEATHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200098,19,2022-01-28_16h27.13.996,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,0.7623,1,,,,,,,,,,,,,,m,1,0.7623,,,,,,,,-0.023843859,-0.467492472,0,0,0,,0,15,15,67,1,SAILOR,LB,old,m,./images/SAILORLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200098,19,2022-01-28_16h27.13.996,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,0.7524,1,,,,,,,,,,,,,,z,1,0.7524,,,,,,,,-0.023843859,-0.467492472,0,0,0,,0,16,16,120,1,RINED,C,old,z,./images/RINED.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200098,19,2022-01-28_16h27.13.996,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,1.3617,1,,,,,,,,,,,,,,z,1,1.3617,,,,,,,,-0.023843859,-0.467492472,0,0,0,,0,17,17,139,1,BLEAR,HB,old,z,./images/BLEARHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200098,19,2022-01-28_16h27.13.996,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,0.7148,1,,,,,,,,,,,,,,z,1,0.7148,,,,,,,,-0.023843859,-0.467492472,0,0,0,,0,18,18,147,1,ZOLES,C,old,z,./images/ZOLES.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200098,19,2022-01-28_16h27.13.996,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,0.7543,1,,,,,,,,,,,,,,m,1,0.7543,,,,,,,,-0.023843859,-0.467492472,0,0,0,,0,19,19,75,1,GRAIN,HB,old,m,./images/GRAINHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200098,19,2022-01-28_16h27.13.996,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,0.623,1,,,,,,,,,,,,,,m,1,0.623,,,,,,,,-0.023843859,-0.467492472,0,0,0,,0,20,20,51,1,ONION,HB,old,m,./images/ONIONHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200098,19,2022-01-28_16h27.13.996,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,1.0077,1,,,,,,,,,,,,,,z,1,1.0077,,,,,,,,-0.023843859,-0.467492472,0,0,0,,0,21,21,110,1,CRUNK,LB,old,z,./images/CRUNKLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200098,19,2022-01-28_16h27.13.996,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,0.7779,1,,,,,,,,,,,,,,m,1,0.7779,,,,,,,,-0.023843859,-0.467492472,0,0,0,,0,22,22,39,1,SHELF,HB,old,m,./images/SHELFHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200098,19,2022-01-28_16h27.13.996,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,0.6497,1,,,,,,,,,,,,,,m,1,0.6497,,,,,,,,-0.023843859,-0.467492472,0,0,0,,0,23,23,77,1,COUCH,C,old,m,./images/COUCH.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200098,19,2022-01-28_16h27.13.996,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,0.6619,1,,,,,,,,,,,,,,m,1,0.6619,,,,,,,,-0.023843859,-0.467492472,0,0,0,,0,24,24,37,1,BIRTH,LB,old,m,./images/BIRTHLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200098,19,2022-01-28_16h27.13.996,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,0.7938,1,,,,,,,,,,,,,,z,1,0.7938,,,,,,,,-0.023843859,-0.467492472,0,0,0,,0,25,25,134,1,TROSS,LB,old,z,./images/TROSSLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200098,19,2022-01-28_16h27.13.996,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,0.9525,1,,,,,,,,,,,,,,m,1,0.9525,,,,,,,,-0.023843859,-0.467492472,0,0,0,,0,26,26,15,1,GREASE,HB,old,m,./images/GREASEHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200098,19,2022-01-28_16h27.13.996,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,1.2211,1,,,,,,,,,,,,,,z,1,1.2211,,,,,,,,-0.023843859,-0.467492472,0,0,0,,0,27,27,97,1,CHIDS,HB,old,z,./images/CHIDSHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200098,19,2022-01-28_16h27.13.996,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,0.8091,1,,,,,,,,,,,,,,m,1,0.8091,,,,,,,,-0.023843859,-0.467492472,0,0,0,,0,28,28,6,1,SQUARE,HB,old,m,./images/SQUAREHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200098,19,2022-01-28_16h27.13.996,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,0.7093,1,,,,,,,,,,,,,,m,1,0.7093,,,,,,,,-0.023843859,-0.467492472,0,0,0,,0,29,29,53,1,CARPET,C,old,m,./images/CARPET.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200098,19,2022-01-28_16h27.13.996,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,1.322,1,,,,,,,,,,,,,,z,1,1.322,,,,,,,,-0.023843859,-0.467492472,0,0,0,,0,30,30,136,1,WERVE,HB,old,z,./images/WERVEHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200098,19,2022-01-28_16h27.13.996,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,1.0539,0,,,,,,,,,,,,,,m,0,1.0539,,,,,,,,-0.023843859,-0.467492472,0,0,0,,0,31,31,154,1,THINT,HB,old,z,./images/THINTHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200098,19,2022-01-28_16h27.13.996,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,1.2706,1,,,,,,,,,,,,,,z,1,1.2706,,,,,,,,-0.023843859,-0.467492472,0,0,0,,0,32,32,95,1,HANTY,LB,old,z,./images/HANTYLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200098,19,2022-01-28_16h27.13.996,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,0.8794,1,,,,,,,,,,,,,,z,1,0.8794,,,,,,,,-0.023843859,-0.467492472,0,0,0,,0,33,33,149,1,VEASE,LB,old,z,./images/VEASELB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200098,19,2022-01-28_16h27.13.996,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,0.8035,1,,,,,,,,,,,,,,z,1,0.8035,,,,,,,,-0.023843859,-0.467492472,0,0,0,,0,34,34,123,1,SEDGE,C,old,z,./images/SEDGE.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200098,19,2022-01-28_16h27.13.996,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,0.6723,1,,,,,,,,,,,,,,m,1,0.6723,,,,,,,,-0.023843859,-0.467492472,0,0,0,,0,35,35,70,1,URINE,LB,old,m,./images/URINELB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200098,19,2022-01-28_16h27.13.996,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,0.7584,1,,,,,,,,,,,,,,z,1,0.7584,,,,,,,,-0.023843859,-0.467492472,0,0,0,,0,36,36,122,1,BLOOT,LB,old,z,./images/BLOOTLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200098,19,2022-01-28_16h27.13.996,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,0.9829,1,,,,,,,,,,,,,,m,1,0.9829,,,,,,,,-0.023843859,-0.467492472,0,0,0,,0,37,37,20,1,CRADLE,C,old,m,./images/CRADLE.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200098,19,2022-01-28_16h27.13.996,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,1.2411,0,,,,,,,,,,,,,,m,0,1.2411,,,,,,,,-0.023843859,-0.467492472,0,0,0,,0,38,38,85,1,CHULK,HB,old,z,./images/CHULKHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200098,19,2022-01-28_16h27.13.996,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,0.6692,1,,,,,,,,,,,,,,m,1,0.6692,,,,,,,,-0.023843859,-0.467492472,0,0,0,,0,39,39,41,1,STRING,C,old,m,./images/STRING.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200098,19,2022-01-28_16h27.13.996,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,1.2189,1,,,,,,,,,,,,,,z,1,1.2189,,,,,,,,-0.023843859,-0.467492472,0,0,0,,0,40,40,121,1,CEERS,HB,old,z,./images/CEERSHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200098,19,2022-01-28_16h27.13.996,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,0.8665,1,,,,,,,,,,,,,,m,1,0.8665,,,,,,,,-0.023843859,-0.467492472,0,0,0,space,0,41,41,58,1,BABOON,LB,old,m,./images/BABOONLB.png,13.6451,,,,,,,,,,,,,,,,,,,,
