key_resp.keys,key_resp.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,break_done_touch.clicked_name,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,instr_done_touch.clicked_name,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
space,31.7731,-0.024074061,-0.417592606,0,0,0,0,0,0,0,1,1,instructions,"INSTRUCTIONS
At the start of each trial, look at the plus sign  (+) in the center of the screen.  This tells you that a trial is about to begin and where to look. Second, the plus sign will disappear and a string of letters will appear. Your task is to determine if the string of letters is a word or not. If the item is a word press the M key (on keyboard)  or touch the word button (phone/tablet).  If the item is not a word,  press the  Z key (on keyboard)  or touch the nonword button (on phone/tablet). 
Press the space bar or touch  continue.",0,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,4.4249,-0.024074061,-0.417592606,0,0,0,0,1,1,1,1,2,instructions,"If your device has a keyboard, press the 'Z' key for nonwords and the 'M' key for words.





Press the space bar or touch the button below to continue.",0,keyboard-example.gif,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,5.3136,-0.024074061,-0.417592606,0,0,0,0,2,2,2,1,3,instructions,"If you are using a touchscreen only device, use the buttons on the screen. Do not use the mouse.





Press the space bar or touch the button below to continue.",0,touchscreen-example.gif,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,0.5018,-0.024074061,-0.417592606,0,0,0,0,3,3,3,1,4,instructions,"It is very important that you respond as quickly and accurately as possible, as each letter string will only be on the screen for two seconds. If you do not respond within this time, the message 'Too slow!' will be displayed and the experiment will progress to the next letter string. The first 20 trials will be practice trials and you will receive feedback on your answers. 

Press the space bar or touch the button below to start the practice trials.",0,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,z,1,2.1486,,,,,,,,2.1486,1,0,0,0,14,1,1001,THRALE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,m,1,1.2342,,,,,,,,1.2342,1,0,1,1,6,1,1001,ZOMBIE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,z,1,1.3851,,,,,,,,1.3851,1,0,2,2,13,1,1001,ROUPET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,m,1,0.334,,,,,,,,0.334,1,0,3,3,5,1,1001,OBTAIN,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,m,1,0.662,,,,,,,,0.662,1,0,4,4,3,1,1001,MATRIX,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,m,1,0.3351,,,,,,,,0.3351,1,0,5,5,1,1,1001,ADJUST,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,m,0,0.2736,,,,,,,,0.2736,0,0,6,6,8,1,1001,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,m,1,0.4669,,,,,,,,0.4669,1,0,7,7,2,1,1001,ALMOND,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,z,1,1.088,,,,,,,,1.088,1,0,8,8,12,1,1001,SPRINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,z,1,1.0283,,,,,,,,1.0283,1,0,9,9,9,1,1001,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,m,1,0.6197,,,,,,,,0.6197,1,0,10,10,4,1,1001,SQUEAK,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,m,1,0.7292,,,,,,,,0.7292,1,0,11,11,0,1,1001,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,z,1,0.5399,,,,,,,,0.5399,1,0,12,12,11,1,1001,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,z,1,0.7094,,,,,,,,0.7094,1,0,13,13,15,1,1001,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,m,1,0.5678,,,,,,,,0.5678,1,0,14,14,7,1,1001,VOLUME,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,z,1,0.9952,,,,,,,,0.9952,1,0,15,15,10,1,1001,INLADE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,9.6606,-0.024074061,-0.417592606,0,0,0,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,2.374,1,,,,,,,,,,,,,,z,1,2.374,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,0,0,121,1,CEERS,HB,old,z,./images/CEERSHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,0.7633,1,,,,,,,,,,,,,,m,1,0.7633,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,1,1,19,1,DOUGH,HB,old,m,./images/DOUGHHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,0.7256,1,,,,,,,,,,,,,,z,1,0.7256,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,2,2,93,1,SMONE,C,old,z,./images/SMONE.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,1.7886,1,,,,,,,,,,,,,,z,1,1.7886,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,3,3,134,1,TROSS,LB,old,z,./images/TROSSLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,2.2304,1,,,,,,,,,,,,,,z,1,2.2304,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,4,4,118,1,BAVEL,HB,old,z,./images/BAVELHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,0.5754,1,,,,,,,,,,,,,,m,1,0.5754,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,5,5,22,1,MELON,HB,old,m,./images/MELONHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,0.646,1,,,,,,,,,,,,,,m,1,0.646,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,6,6,82,1,SUNSET,HB,old,m,./images/SUNSETHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,0.6385,1,,,,,,,,,,,,,,m,1,0.6385,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,7,7,28,1,FALCON,HB,old,m,./images/FALCONHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,0.3602,0,,,,,,,,,,,,,,m,0,0.3602,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,8,8,129,1,PRANS,C,old,z,./images/PRANS.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,0.585,1,,,,,,,,,,,,,,z,1,0.585,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,9,9,113,1,LINEW,LB,old,z,./images/LINEWLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,0.9593,1,,,,,,,,,,,,,,z,1,0.9593,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,10,10,127,1,NINDY,HB,old,z,./images/NINDYHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,0.7233,1,,,,,,,,,,,,,,m,1,0.7233,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,11,11,52,1,BANNER,HB,old,m,./images/BANNERHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,1.0129,1,,,,,,,,,,,,,,z,1,1.0129,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,12,12,84,1,HAXES,C,old,z,./images/HAXES.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,0.6294,1,,,,,,,,,,,,,,m,1,0.6294,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,13,13,17,1,SKIING,LB,old,m,./images/SKIINGLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,2.2882,1,,,,,,,,,,,,,,z,1,2.2882,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,14,14,128,1,GRIFT,LB,old,z,./images/GRIFTLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,0.6074,0,,,,,,,,,,,,,,m,0,0.6074,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,15,15,164,1,SGREW,LB,old,z,./images/SGREWLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,1.1835,1,,,,,,,,,,,,,,m,1,1.1835,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,16,16,43,1,MOSQUE,HB,old,m,./images/MOSQUEHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,0.9294,1,,,,,,,,,,,,,,z,1,0.9294,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,17,17,140,1,DOVET,LB,old,z,./images/DOVETLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,0.8438,1,,,,,,,,,,,,,,z,1,0.8438,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,18,18,147,1,ZOLES,C,old,z,./images/ZOLES.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,0.6105,1,,,,,,,,,,,,,,m,1,0.6105,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,19,19,70,1,URINE,HB,old,m,./images/URINEHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,0.6011,1,,,,,,,,,,,,,,z,1,0.6011,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,20,20,107,1,FASKS,LB,old,z,./images/FASKSLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,1.7784,1,,,,,,,,,,,,,,z,1,1.7784,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,21,21,108,1,GRUET,C,old,z,./images/GRUET.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,0.5823,1,,,,,,,,,,,,,,m,1,0.5823,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,22,22,11,1,BONNET,LB,old,m,./images/BONNETLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,0.7759,1,,,,,,,,,,,,,,m,1,0.7759,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,23,23,37,1,BIRTH,HB,old,m,./images/BIRTHHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,0.6097,1,,,,,,,,,,,,,,m,1,0.6097,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,24,24,29,1,CRUMB,LB,old,m,./images/CRUMBLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,0.5802,1,,,,,,,,,,,,,,z,1,0.5802,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,25,25,126,1,GUELS,C,old,z,./images/GUELS.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,0.5249,0,,,,,,,,,,,,,,m,0,0.5249,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,26,26,119,1,PAFER,LB,old,z,./images/PAFERLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,1.2255,1,,,,,,,,,,,,,,z,1,1.2255,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,27,27,130,1,CRILL,HB,old,z,./images/CRILLHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,0.6233,1,,,,,,,,,,,,,,m,1,0.6233,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,28,28,36,1,THROAT,C,old,m,./images/THROAT.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,1.162,1,,,,,,,,,,,,,,z,1,1.162,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,29,29,139,1,BLEAR,HB,old,z,./images/BLEARHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,0.8181,1,,,,,,,,,,,,,,m,1,0.8181,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,30,30,60,1,TWINS,C,old,m,./images/TWINS.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,0.8676,1,,,,,,,,,,,,,,z,1,0.8676,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,31,31,94,1,BLANS,HB,old,z,./images/BLANSHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,0.6637,1,,,,,,,,,,,,,,z,1,0.6637,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,32,32,156,1,HIXES,C,old,z,./images/HIXES.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,0.9859,1,,,,,,,,,,,,,,z,1,0.9859,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,33,33,120,1,RINED,C,old,z,./images/RINED.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,0.8426,1,,,,,,,,,,,,,,m,1,0.8426,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,34,34,80,1,WEASEL,LB,old,m,./images/WEASELLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,0.6087,0,,,,,,,,,,,,,,z,0,0.6087,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,35,35,4,1,MUSCLE,HB,old,m,./images/MUSCLEHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,0.6136,1,,,,,,,,,,,,,,m,1,0.6136,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,36,36,9,1,RHINO,C,old,m,./images/RHINO.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,0.4835,1,,,,,,,,,,,,,,m,1,0.4835,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,37,37,62,1,PURSE,LB,old,m,./images/PURSELB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,0.7898,1,,,,,,,,,,,,,,z,1,0.7898,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,38,38,87,1,TRING,C,old,z,./images/TRING.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,0.6625,1,,,,,,,,,,,,,,m,1,0.6625,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,39,39,77,1,COUCH,LB,old,m,./images/COUCHLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,1.0299,1,,,,,,,,,,,,,,z,1,1.0299,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,40,40,123,1,SEDGE,C,old,z,./images/SEDGE.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,1.0337,1,,,,,,,,,,,,,,z,1,1.0337,,,,,,,,-0.024074061,-0.417592606,0,0,0,space,0,41,41,160,1,VEETS,HB,old,z,./images/VEETSHB.png,3.1577,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,0.7087,1,,,,,,,,,,,,,,z,1,0.7087,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,42,42,116,1,BALGY,LB,old,z,./images/BALGYLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,0.6758,1,,,,,,,,,,,,,,z,1,0.6758,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,43,43,141,1,PLEET,C,old,z,./images/PLEET.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,0.731,1,,,,,,,,,,,,,,m,1,0.731,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,44,44,39,1,SHELF,C,old,m,./images/SHELF.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,2.3326,1,,,,,,,,,,,,,,m,1,2.3326,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,45,45,16,1,PENCE,HB,old,m,./images/PENCEHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,1.2428,1,,,,,,,,,,,,,,z,1,1.2428,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,46,46,105,1,MOKER,C,old,z,./images/MOKER.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199309,18,2022-02-01_14h14.58.374,lexical_decision_task_DD,2021.2.3,Win32,61.15459883,,,,,,,,,,,0.7885,1,,,,,,,,,,,,,,z,1,0.7885,,,,,,,,-0.024074061,-0.417592606,0,0,0,,0,47,47,122,1,BLOOT,LB,old,z,./images/BLOOTLB.png,,,,,,,,,,,,,,,,,,,,,,,
