key_resp.keys,key_resp.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,instr_done_touch.clicked_name,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6646,1,,,,,,,,,,,,,,m,1,0.6646,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,99,99,60,1,TWINS,C,old,m,./images/TWINS.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7137,1,,,,,,,,,,,,,,z,1,0.7137,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,100,100,150,1,NOOLS,C,old,z,./images/NOOLS.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8386,1,,,,,,,,,,,,,,z,1,0.8386,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,101,101,146,1,MOOST,LB,old,z,./images/MOOSTLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8225,1,,,,,,,,,,,,,,z,1,0.8225,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,102,102,114,1,RIKES,C,old,z,./images/RIKES.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6812,1,,,,,,,,,,,,,,m,1,0.6812,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,103,103,21,1,KIDNEY,C,old,m,./images/KIDNEY.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8268,1,,,,,,,,,,,,,,z,1,0.8268,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,104,104,99,1,BACKY,C,old,z,./images/BACKY.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.0536,1,,,,,,,,,,,,,,z,1,1.0536,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,105,105,85,1,CHULK,HB,old,z,./images/CHULKHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6468,1,,,,,,,,,,,,,,m,1,0.6468,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,106,106,3,1,FINGER,C,old,m,./images/FINGER.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8357,1,,,,,,,,,,,,,,z,1,0.8357,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,107,107,152,1,FRAIN,LB,old,z,./images/FRAINLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.966,0,,,,,,,,,,,,,,z,0,0.966,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,108,108,43,1,MOSQUE,HB,old,m,./images/MOSQUEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.0381,1,,,,,,,,,,,,,,m,1,1.0381,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,109,109,57,1,MOOSE,C,old,m,./images/MOOSE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.9002,1,,,,,,,,,,,,,,m,1,0.9002,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,110,110,4,1,MUSCLE,HB,old,m,./images/MUSCLEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6223,1,,,,,,,,,,,,,,m,1,0.6223,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,111,111,7,1,PAINT,HB,old,m,./images/PAINTHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6528,1,,,,,,,,,,,,,,m,1,0.6528,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,112,112,65,1,FARMER,LB,old,m,./images/FARMERLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8554,1,,,,,,,,,,,,,,z,1,0.8554,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,113,113,107,1,FASKS,LB,old,z,./images/FASKSLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6219,1,,,,,,,,,,,,,,m,1,0.6219,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,114,114,12,1,SHORE,C,old,m,./images/SHORE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.2456,1,,,,,,,,,,,,,,z,1,1.2456,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,115,115,151,1,TINKY,HB,old,z,./images/TINKYHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.6144,1,,,,,,,,,,,,,,z,1,1.6144,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,116,116,121,1,CEERS,HB,old,z,./images/CEERSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.0902,1,,,,,,,,,,,,,,z,1,1.0902,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,117,117,124,1,TUNCH,HB,old,z,./images/TUNCHHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.766,1,,,,,,,,,,,,,,z,1,0.766,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,118,118,92,1,PAIMS,LB,old,z,./images/PAIMSLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8855,1,,,,,,,,,,,,,,z,1,0.8855,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,119,119,104,1,GITTY,LB,old,z,./images/GITTYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.1301,1,,,,,,,,,,,,,,z,1,1.1301,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,120,120,88,1,GLUSH,HB,old,z,./images/GLUSHHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7391,1,,,,,,,,,,,,,,m,1,0.7391,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,121,121,56,1,PACKET,LB,old,m,./images/PACKETLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7997,1,,,,,,,,,,,,,,m,1,0.7997,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,122,122,50,1,MALLET,LB,old,m,./images/MALLETLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7731,1,,,,,,,,,,,,,,z,1,0.7731,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,123,123,161,1,BLAPS,LB,old,z,./images/BLAPSLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.2013,0,,,,,,,,,,,,,,z,0,1.2013,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,124,124,52,1,BANNER,HB,old,m,./images/BANNERHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6968,1,,,,,,,,,,,,,,z,1,0.6968,,,,,,,,0.029019097,-0.378958333,1,0,0,,0,125,125,128,1,GRIFT,LB,old,z,./images/GRIFTLB.png,break_done_button,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.1853,1,,,,,,,,,,,,,,z,1,1.1853,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,126,126,94,1,BLANS,HB,old,z,./images/BLANSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6878,1,,,,,,,,,,,,,,m,1,0.6878,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,127,127,69,1,COOKER,C,old,m,./images/COOKER.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7162,1,,,,,,,,,,,,,,m,1,0.7162,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,128,128,80,1,WEASEL,LB,old,m,./images/WEASELLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.9349,0,,,,,,,,,,,,,,z,0,0.9349,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,129,129,61,1,CANDLE,HB,old,m,./images/CANDLEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.9342,1,,,,,,,,,,,,,,z,1,0.9342,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,130,130,136,1,WERVE,HB,old,z,./images/WERVEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6966,1,,,,,,,,,,,,,,z,1,0.6966,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,131,131,96,1,KEAMS,C,old,z,./images/KEAMS.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6591,1,,,,,,,,,,,,,,m,1,0.6591,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,132,132,39,1,SHELF,C,old,m,./images/SHELF.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.0248,1,,,,,,,,,,,,,,z,1,1.0248,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,133,133,97,1,CHIDS,HB,old,z,./images/CHIDSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.1655,1,,,,,,,,,,,,,,m,1,1.1655,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,134,134,70,1,URINE,HB,old,m,./images/URINEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6818,1,,,,,,,,,,,,,,m,1,0.6818,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,135,135,5,1,PASTA,LB,old,m,./images/PASTALB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6467,1,,,,,,,,,,,,,,z,1,0.6467,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,136,136,156,1,HIXES,C,old,z,./images/HIXES.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.9406,1,,,,,,,,,,,,,,m,1,0.9406,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,137,137,10,1,BELLY,HB,old,m,./images/BELLYHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6668,1,,,,,,,,,,,,,,z,1,0.6668,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,138,138,120,1,RINED,C,old,z,./images/RINED.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8081,1,,,,,,,,,,,,,,z,1,0.8081,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,139,139,93,1,SMONE,C,old,z,./images/SMONE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7026,1,,,,,,,,,,,,,,m,1,0.7026,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,140,140,36,1,THROAT,C,old,m,./images/THROAT.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6594,1,,,,,,,,,,,,,,m,1,0.6594,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,141,141,63,1,MIRROR,C,old,m,./images/MIRROR.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7348,1,,,,,,,,,,,,,,m,1,0.7348,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,142,142,2,1,BEARD,LB,old,m,./images/BEARDLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.068,1,,,,,,,,,,,,,,z,1,1.068,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,143,143,116,1,BALGY,LB,old,z,./images/BALGYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6638,1,,,,,,,,,,,,,,m,1,0.6638,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,144,144,83,1,JUNGLE,LB,old,m,./images/JUNGLELB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.9505,1,,,,,,,,,,,,,,z,1,0.9505,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,145,145,125,1,MOOKY,LB,old,z,./images/MOOKYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7532,1,,,,,,,,,,,,,,m,1,0.7532,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,146,146,32,1,BARREL,LB,old,m,./images/BARRELLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.0848,1,,,,,,,,,,,,,,z,1,1.0848,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,147,147,148,1,JOMS,HB,old,z,./images/JOMSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.0698,1,,,,,,,,,,,,,,m,1,1.0698,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,148,148,58,1,BABOON,HB,old,m,./images/BABOONHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8872,1,,,,,,,,,,,,,,m,1,0.8872,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,149,149,59,1,BURIAL,LB,old,m,./images/BURIALLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.601,1,,,,,,,,,,,,,,m,1,0.601,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,150,150,14,1,PICKLE,LB,old,m,./images/PICKLELB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8557,1,,,,,,,,,,,,,,m,1,0.8557,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,151,151,48,1,SPORT,C,old,m,./images/SPORT.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6498,1,,,,,,,,,,,,,,m,1,0.6498,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,152,152,20,1,CRADLE,LB,old,m,./images/CRADLELB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7941,1,,,,,,,,,,,,,,z,1,0.7941,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,153,153,122,1,BLOOT,LB,old,z,./images/BLOOTLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.1537,0,,,,,,,,,,,,,,m,0,1.1537,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,154,154,106,1,CLUMS,HB,old,z,./images/CLUMSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.3762,1,,,,,,,,,,,,,,m,1,1.3762,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,155,155,81,1,POODLE,C,old,m,./images/POODLE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8691,1,,,,,,,,,,,,,,z,1,0.8691,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,156,156,164,1,SGREW,LB,old,z,./images/SGREWLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7885,1,,,,,,,,,,,,,,z,1,0.7885,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,157,157,117,1,STEEG,C,old,z,./images/STEEG.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8119,1,,,,,,,,,,,,,,m,1,0.8119,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,158,158,73,1,SNACK,HB,old,m,./images/SNACKHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8196,1,,,,,,,,,,,,,,z,1,0.8196,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,159,159,159,1,CUDDY,C,old,z,./images/CUDDY.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.4206,1,,,,,,,,,,,,,,z,1,1.4206,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,160,160,100,1,DRIBS,HB,old,z,./images/DRIBSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7412,1,,,,,,,,,,,,,,z,1,0.7412,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,161,161,98,1,BAMPS,LB,old,z,./images/BAMPSLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6549,1,,,,,,,,,,,,,,m,1,0.6549,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,162,162,62,1,PURSE,LB,old,m,./images/PURSELB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6066,1,,,,,,,,,,,,,,m,1,0.6066,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,163,163,45,1,KITTEN,C,old,m,./images/KITTEN.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6649,1,,,,,,,,,,,,,,z,1,0.6649,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,164,164,132,1,SCIFF,C,old,z,./images/SCIFF.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.0352,1,,,,,,,,,,,,,,m,1,1.0352,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,165,165,23,1,WALRUS,LB,old,m,./images/WALRUSLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7997,1,,,,,,,,,,,,,,z,1,0.7997,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,166,166,135,1,JOODY,C,old,z,./images/JOODY.png,,,,,,,,,,,,,,,,,,,,,,
