key_resp.keys,key_resp.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,instr_done_touch.clicked_name,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,1.364,0,,,,,,,,,,,,,,,,,,,,,,,,-0.525555556,-0.317777778,1,0,0,,,,,,,PEACH,C,m,y,./images/PEACH.png,,,,,,,,0,-0.525555556,-0.317777778,1,0,0,1.364,button_left_test,0,66,66,35,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.714,0,,,,,,,,,,,,,,,,,,,,,,,,-0.518888889,-0.316666667,1,0,0,,,,,,,BEARD,C,m,y,./images/BEARD.png,,,,,,,,0,-0.518888889,-0.316666667,1,0,0,0.714,button_left_test,0,67,67,2,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,8.314,0,,,,,,,,,,,,,,,,,,,,,,,,0.284444444,-0.362222222,1,0,0,,,,,,,FLASK,HB,z,y,./images/FLASKHB.png,,,,,,,,0,0.284444444,-0.362222222,1,0,0,8.314,button_right_test,0,68,68,156,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,1.097,1,,,,,,,,,,,,,,,,,,,,,,,,0.248888889,-0.356666667,1,0,0,,,,,,,KITTEN,HB,m,y,./images/KITTENHB.png,,,,,,,,0,0.248888889,-0.356666667,1,0,0,1.097,button_right_test,0,69,69,45,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,4.331,0,,,,,,,,,,,,,,,,,,,,,,,,0.474444444,-0.325555556,1,0,0,,,,,,,PISTOL,C,z,y,./images/PISTOL.png,,,,,,,,0,0.474444444,-0.325555556,1,0,0,4.331,button_right_test,0,70,70,113,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,1.614,0,,,,,,,,,,,,,,,,,,,,,,,,0.383333333,-0.295555556,1,0,0,,,,,,,MEDAL,C,z,y,./images/MEDAL.png,,,,,,,,0,0.383333333,-0.295555556,1,0,0,1.614,button_right_test,0,71,71,95,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.781,0,,,,,,,,,,,,,,,,,,,,,,,,0.383333333,-0.295555556,1,0,0,,,,,,,WHISKY,C,z,y,./images/WHISKY.png,,,,,,,,0,0.383333333,-0.295555556,1,0,0,0.781,button_right_test,0,72,72,167,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,1.314,0,,,,,,,,,,,,,,,,,,,,,,,,0.333333333,-0.262222222,1,0,0,,,,,,,CHALK,LB,z,y,./images/CHALKLB.png,,,,,,,,0,0.333333333,-0.262222222,1,0,0,1.314,button_right_test,0,73,73,109,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,1.113,0,,,,,,,,,,,,,,,,,,,,,,,,-0.422222222,-0.218888889,1,0,0,,,,,,,MAGGOT,HB,m,y,./images/MAGGOTHB.png,,,,,,,,0,-0.422222222,-0.218888889,1,0,0,1.113,button_left_test,0,74,74,33,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.931,0,,,,,,,,,,,,,,,,,,,,,,,,0.243333333,-0.338888889,1,0,0,,,,,,,DESERT,LB,z,y,./images/DESERTLB.png,,,,,,,,0,0.243333333,-0.338888889,1,0,0,0.931,button_right_test,0,75,75,136,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,2.013,1,,,,,,,,,,,,,,,,,,,,,,,,0.225555556,-0.323333333,1,0,0,,,,,,,TORCH,C,m,y,./images/TORCH.png,,,,,,,,0,0.225555556,-0.323333333,1,0,0,2.013,button_right_test,0,76,76,68,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,1.43,1,,,,,,,,,,,,,,,,,,,,,,,,0.27,-0.307777778,1,0,0,,,,,,,JAGUAR,HB,m,y,./images/JAGUARHB.png,,,,,,,,0,0.27,-0.307777778,1,0,0,1.43,button_right_test,0,77,77,18,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.847,1,,,,,,,,,,,,,,,,,,,,,,,,0.27,-0.307777778,1,0,0,,,,,,,NOOSE,HB,m,y,./images/NOOSEHB.png,,,,,,,,0,0.27,-0.307777778,1,0,0,0.847,button_right_test,0,78,78,72,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,1.247,0,,,,,,,,,,,,,,,,,,,,,,,,0.274444444,-0.321111111,1,0,0,,,,,,,BOXER,LB,z,y,./images/BOXERLB.png,,,,,,,,0,0.19,-0.345555556,1,0,0,1.247,button_right_test,0,79,79,88,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,1.097,0,,,,,,,,,,,,,,,,,,,,,,,,-0.462222222,-0.32,1,0,0,,,,,,,CEMENT,C,m,y,./images/CEMENT.png,,,,,,,,0,-0.462222222,-0.32,1,0,0,1.097,button_left_test,0,80,80,74,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,2.114,0,,,,,,,,,,,,,,,,,,,,,,,,-0.375555556,-0.345555556,1,0,0,,,,,,,CARPET,C,m,y,./images/CARPET.png,,,,,,,,0,-0.375555556,-0.345555556,1,0,0,2.114,button_left_test,0,81,81,53,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,1.58,1,,,,,,,,,,,,,,,,,,,,,,,,0.287777778,-0.374444444,1,0,0,,,,,,,PICKLE,C,m,y,./images/PICKLE.png,,,,,,,,0,0.287777778,-0.374444444,1,0,0,1.58,button_right_test,0,82,82,14,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.882,0,,,,,,,,,,,,,,,,,,,,,,,,-0.2,-0.406666667,1,0,0,,,,,,,PEARL,LB,m,y,./images/PEARLLB.png,,,,,,,,0,-0.317777778,-0.283333333,1,0,0,0.882,button_left_test,0,83,83,46,1,break_done_button
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,1.347,1,,,,,,,,,,,,,,,,,,,,,,,,0.304444444,-0.357777778,1,0,0,,,,,,,URINE,LB,m,y,./images/URINELB.png,,,,,,,,0,0.304444444,-0.357777778,1,0,0,1.347,button_right_test,0,84,84,70,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,1.381,1,,,,,,,,,,,,,,,,,,,,,,,,0.305555556,-0.356666667,1,0,0,,,,,,,RHINO,HB,m,y,./images/RHINOHB.png,,,,,,,,0,0.305555556,-0.356666667,1,0,0,1.381,button_right_test,0,85,85,9,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,3.898,0,,,,,,,,,,,,,,,,,,,,,,,,0.3,-0.374444444,1,0,0,,,,,,,CLOWN,LB,z,y,./images/CLOWNLB.png,,,,,,,,0,0.3,-0.374444444,1,0,0,3.898,button_right_test,0,86,86,106,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,1.68,0,,,,,,,,,,,,,,,,,,,,,,,,-0.225555556,-0.398888889,1,0,0,,,,,,,CANYON,LB,m,y,./images/CANYONLB.png,,,,,,,,0,-0.225555556,-0.398888889,1,0,0,1.68,button_left_test,0,87,87,34,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,1.114,1,,,,,,,,,,,,,,,,,,,,,,,,0.224444444,-0.207777778,1,0,0,,,,,,,QUILL,LB,m,y,./images/QUILLLB.png,,,,,,,,0,0.218888889,-0.184444444,1,0,0,1.114,button_right_test,0,88,88,31,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,10.464,0,,,,,,,,,,,,,,,,,,,,,,,,-0.377777778,-0.285555556,1,0,0,,,,,,,INFANT,LB,m,y,./images/INFANTLB.png,,,,,,,,0,-0.377777778,-0.285555556,1,0,0,10.464,button_left_test,0,89,89,76,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.747,0,,,,,,,,,,,,,,,,,,,,,,,,-0.377777778,-0.285555556,1,0,0,,,,,,,THROAT,HB,m,y,./images/THROATHB.png,,,,,,,,0,-0.377777778,-0.285555556,1,0,0,0.747,button_left_test,0,90,90,36,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.681,0,,,,,,,,,,,,,,,,,,,,,,,,-0.377777778,-0.285555556,1,0,0,,,,,,,SWEAT,HB,m,y,./images/SWEATHB.png,,,,,,,,0,-0.377777778,-0.285555556,1,0,0,0.681,button_left_test,0,91,91,66,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.93,0,,,,,,,,,,,,,,,,,,,,,,,,0.273333333,-0.306666667,1,0,0,,,,,,,HOCKEY,C,z,y,./images/HOCKEY.png,,,,,,,,0,0.273333333,-0.306666667,1,0,0,0.93,button_right_test,0,92,92,116,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.98,0,,,,,,,,,,,,,,,,,,,,,,,,0.237777778,-0.257777778,1,0,0,,,,,,,ARROW,HB,z,y,./images/ARROWHB.png,,,,,,,,0,0.141111111,-0.244444444,1,0,0,0.98,button_right_test,0,93,93,153,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,1.364,1,,,,,,,,,,,,,,,,,,,,,,,,-0.404444444,-0.335555556,1,0,0,,,,,,,BUBBLE,C,z,y,./images/BUBBLE.png,,,,,,,,0,-0.404444444,-0.335555556,1,0,0,1.364,button_left_test,0,94,94,155,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,1.031,1,,,,,,,,,,,,,,,,,,,,,,,,-0.478888889,-0.315555556,1,0,0,,,,,,,CLOUD,C,z,y,./images/CLOUD.png,,,,,,,,0,-0.478888889,-0.315555556,1,0,0,1.031,button_left_test,0,95,95,110,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,1.13,0,,,,,,,,,,,,,,,,,,,,,,,,0.39,-0.346666667,1,0,0,,,,,,,BISHOP,LB,z,y,./images/BISHOPLB.png,,,,,,,,0,0.39,-0.346666667,1,0,0,1.13,button_right_test,0,96,96,133,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.781,0,,,,,,,,,,,,,,,,,,,,,,,,0.39,-0.346666667,1,0,0,,,,,,,SHIELD,HB,z,y,./images/SHIELDHB.png,,,,,,,,0,0.39,-0.346666667,1,0,0,0.781,button_right_test,0,97,97,132,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,1.115,1,,,,,,,,,,,,,,,,,,,,,,,,0.391111111,-0.277777778,1,0,0,,,,,,,BANNER,LB,m,y,./images/BANNERLB.png,,,,,,,,0,0.391111111,-0.277777778,1,0,0,1.115,button_right_test,0,98,98,52,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.714,1,,,,,,,,,,,,,,,,,,,,,,,,0.391111111,-0.277777778,1,0,0,,,,,,,MOOSE,HB,m,y,./images/MOOSEHB.png,,,,,,,,0,0.391111111,-0.277777778,1,0,0,0.714,button_right_test,0,99,99,57,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,1.08,1,,,,,,,,,,,,,,,,,,,,,,,,0.391111111,-0.277777778,1,0,0,,,,,,,MOSQUE,LB,m,y,./images/MOSQUELB.png,,,,,,,,0,0.391111111,-0.277777778,1,0,0,1.08,button_right_test,0,100,100,43,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.658,0,,,,,,,,,,,,,,,,,,,,,,,,0.391111111,-0.277777778,1,0,0,,,,,,,STATUE,HB,z,y,./images/STATUEHB.png,,,,,,,,0,0.391111111,-0.277777778,1,0,0,0.658,button_right_test,0,101,101,150,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,1.181,0,,,,,,,,,,,,,,,,,,,,,,,,-0.411111111,-0.343333333,1,0,0,,,,,,,BABOON,LB,m,y,./images/BABOONLB.png,,,,,,,,0,-0.411111111,-0.343333333,1,0,0,1.181,button_left_test,0,102,102,58,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,1.58,1,,,,,,,,,,,,,,,,,,,,,,,,0.373333333,-0.285555556,1,0,0,,,,,,,GRAIN,HB,m,y,./images/GRAINHB.png,,,,,,,,0,0.373333333,-0.285555556,1,0,0,1.58,button_right_test,0,103,103,75,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.948,1,,,,,,,,,,,,,,,,,,,,,,,,0.372222222,-0.285555556,1,0,0,,,,,,,GREASE,HB,m,y,./images/GREASEHB.png,,,,,,,,0,0.372222222,-0.285555556,1,0,0,0.948,button_right_test,0,104,104,15,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.663,0,,,,,,,,,,,,,,,,,,,,,,,,0.372222222,-0.283333333,1,0,0,,,,,,,PARCEL,HB,z,y,./images/PARCELHB.png,,,,,,,,0,0.372222222,-0.283333333,1,0,0,0.663,button_right_test,0,105,105,102,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,1.064,0,,,,,,,,,,,,,,,,,,,,,,,,-0.221111111,-0.274444444,1,0,0,,,,,,,LADDER,C,m,y,./images/LADDER.png,,,,,,,,0,-0.221111111,-0.274444444,1,0,0,1.064,button_left_test,0,106,106,38,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,1.33,0,,,,,,,,,,,,,,,,,,,,,,,,-0.24,-0.363333333,1,0,0,,,,,,,MOTOR,LB,m,y,./images/MOTORLB.png,,,,,,,,0,-0.24,-0.363333333,1,0,0,1.33,button_left_test,0,107,107,13,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.897,1,,,,,,,,,,,,,,,,,,,,,,,,0.221111111,-0.388888889,1,0,0,,,,,,,PLANK,LB,m,y,./images/PLANKLB.png,,,,,,,,0,0.221111111,-0.388888889,1,0,0,0.897,button_right_test,0,108,108,1,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.748,0,,,,,,,,,,,,,,,,,,,,,,,,-0.238888889,-0.325555556,1,0,0,,,,,,,SWING,LB,m,y,./images/SWINGLB.png,,,,,,,,0,-0.238888889,-0.325555556,1,0,0,0.748,button_left_test,0,109,109,40,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.913,0,,,,,,,,,,,,,,,,,,,,,,,,-0.322222222,-0.352222222,1,0,0,,,,,,,JUNGLE,C,m,y,./images/JUNGLE.png,,,,,,,,0,-0.322222222,-0.352222222,1,0,0,0.913,button_left_test,0,110,110,83,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.997,1,,,,,,,,,,,,,,,,,,,,,,,,0.341111111,-0.205555556,1,0,0,,,,,,,CRADLE,C,m,y,./images/CRADLE.png,,,,,,,,0,0.341111111,-0.205555556,1,0,0,0.997,button_right_test,0,111,111,20,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.833,1,,,,,,,,,,,,,,,,,,,,,,,,0.378888889,-0.307777778,1,0,0,,,,,,,MUFFIN,LB,m,y,./images/MUFFINLB.png,,,,,,,,0,0.378888889,-0.307777778,1,0,0,0.833,button_right_test,0,112,112,55,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,1.364,1,,,,,,,,,,,,,,,,,,,,,,,,0.513333333,-0.323333333,1,0,0,,,,,,,ATTIC,HB,m,y,./images/ATTICHB.png,,,,,,,,0,0.513333333,-0.323333333,1,0,0,1.364,button_right_test,0,113,113,27,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,1.213,0,,,,,,,,,,,,,,,,,,,,,,,,-0.21,-0.357777778,1,0,0,,,,,,,BELLY,LB,m,y,./images/BELLYLB.png,,,,,,,,0,-0.121111111,-0.357777778,1,0,0,1.213,button_left_test,0,114,114,10,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.945,0,,,,,,,,,,,,,,,,,,,,,,,,-0.243333333,-0.337777778,1,0,0,,,,,,,MUSCLE,LB,m,y,./images/MUSCLELB.png,,,,,,,,0,-0.243333333,-0.337777778,1,0,0,0.945,button_left_test,0,115,115,4,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.796,0,,,,,,,,,,,,,,,,,,,,,,,,-0.243333333,-0.337777778,1,0,0,,,,,,,SPORT,HB,m,y,./images/SPORTHB.png,,,,,,,,0,-0.243333333,-0.337777778,1,0,0,0.796,button_left_test,0,116,116,48,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.563,0,,,,,,,,,,,,,,,,,,,,,,,,-0.243333333,-0.337777778,1,0,0,,,,,,,BIRTH,LB,m,y,./images/BIRTHLB.png,,,,,,,,0,-0.243333333,-0.337777778,1,0,0,0.563,button_left_test,0,117,117,37,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.914,1,,,,,,,,,,,,,,,,,,,,,,,,-0.243333333,-0.337777778,1,0,0,,,,,,,PLANET,C,z,y,./images/PLANET.png,,,,,,,,0,-0.243333333,-0.337777778,1,0,0,0.914,button_left_test,0,118,118,164,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,1.08,1,,,,,,,,,,,,,,,,,,,,,,,,-0.237777778,-0.317777778,1,0,0,,,,,,,PEBBLE,LB,z,y,./images/PEBBLELB.png,,,,,,,,0,-0.237777778,-0.317777778,1,0,0,1.08,button_left_test,0,119,119,166,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.531,0,,,,,,,,,,,,,,,,,,,,,,,,-0.238888889,-0.317777778,1,0,0,,,,,,,STORM,HB,m,y,./images/STORMHB.png,,,,,,,,0,-0.238888889,-0.317777778,1,0,0,0.531,button_left_test,0,120,120,30,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.963,0,,,,,,,,,,,,,,,,,,,,,,,,0.535555556,-0.277777778,1,0,0,,,,,,,LLAMA,C,z,y,./images/LLAMA.png,,,,,,,,0,0.535555556,-0.277777778,1,0,0,0.963,button_right_test,0,121,121,119,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,1.597,1,,,,,,,,,,,,,,,,,,,,,,,,0.31,-0.366666667,1,0,0,,,,,,,SAILOR,LB,m,y,./images/SAILORLB.png,,,,,,,,0,0.31,-0.366666667,1,0,0,1.597,button_right_test,0,122,122,67,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,1.081,1,,,,,,,,,,,,,,,,,,,,,,,,-0.295555556,-0.263333333,1,0,0,,,,,,,SPINE,C,z,y,./images/SPINE.png,,,,,,,,0,-0.295555556,-0.263333333,1,0,0,1.081,button_left_test,0,123,123,149,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.846,1,,,,,,,,,,,,,,,,,,,,,,,,-0.457777778,-0.282222222,1,0,0,,,,,,,CANDY,HB,z,y,./images/CANDYHB.png,,,,,,,,0,-0.457777778,-0.282222222,1,0,0,0.846,button_left_test,0,124,124,123,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.596,1,,,,,,,,,,,,,,,,,,,,,,,,-0.061111111,-0.353333333,0,0,0,space,,,,,,STAIN,HB,z,y,./images/STAINHB.png,1.15,,,,,,,0,-0.457777778,-0.282222222,1,0,0,0.596,button_left_test,0,125,125,90,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.682,1,,,,,,,,,,,,,,,,,,,,,,,,-0.317777778,-0.296666667,1,0,0,,,,,,,WAGON,LB,z,y,./images/WAGONLB.png,,,,,,,,0,-0.317777778,-0.296666667,1,0,0,0.682,button_left_test,0,126,126,91,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.696,1,,,,,,,,,,,,,,,,,,,,,,,,-0.317777778,-0.296666667,1,0,0,,,,,,,RULER,LB,z,y,./images/RULERLB.png,,,,,,,,0,-0.317777778,-0.296666667,1,0,0,0.696,button_left_test,0,127,127,163,1,
,,,,,,,,,,,,,,,,,199369,18,2022-01-29_21h37.34.497,lexical_decision_task_DD_L2,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.531,1,,,,,,,,,,,,,,,,,,,,,,,,-0.317777778,-0.296666667,1,0,0,,,,,,,MONKEY,HB,z,y,./images/MONKEYHB.png,,,,,,,,0,-0.317777778,-0.296666667,1,0,0,0.531,button_left_test,0,128,128,129,1,
