key_resp.keys,key_resp.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
space,23.4169,0.298148184,-0.227777799,0,0,0,0,0,0,0,1,1,instructions,"INSTRUCTIONS
At the start of each trial, look at the plus sign  (+) in the center of the screen.  This tells you that a trial is about to begin and where to look. Second, the plus sign will disappear and a string of letters will appear. Your task is to determine if the string of letters is a word or not. If the item is a word press the M key (on keyboard)  or touch the word button (phone/tablet).  If the item is not a word,  press the  Z key (on keyboard)  or touch the nonword button (on phone/tablet). 
Press the space bar or touch  continue.",0,,200497,18,2022-01-29_17h32.01.360,lexical_decision_task_DD_L6,2021.2.3,Win32,58.77858109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,3.7478,0.298148184,-0.227777799,0,0,0,0,1,1,1,1,2,instructions,"If your device has a keyboard, press the 'Z' key for nonwords and the 'M' key for words.





Press the space bar or touch the button below to continue.",0,keyboard-example.gif,200497,18,2022-01-29_17h32.01.360,lexical_decision_task_DD_L6,2021.2.3,Win32,58.77858109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,3.9744,0.298148184,-0.227777799,0,0,0,0,2,2,2,1,3,instructions,"If you are using a touchscreen only device, use the buttons on the screen. Do not use the mouse.





Press the space bar or touch the button below to continue.",0,touchscreen-example.gif,200497,18,2022-01-29_17h32.01.360,lexical_decision_task_DD_L6,2021.2.3,Win32,58.77858109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,12.023,0.298148184,-0.227777799,0,0,0,0,3,3,3,1,4,instructions,"It is very important that you respond as quickly and accurately as possible, as each letter string will only be on the screen for two seconds. If you do not respond within this time, the message 'Too slow!' will be displayed and the experiment will progress to the next letter string. The first 20 trials will be practice trials and you will receive feedback on your answers. 

Press the space bar or touch the button below to start the practice trials.",0,,200497,18,2022-01-29_17h32.01.360,lexical_decision_task_DD_L6,2021.2.3,Win32,58.77858109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200497,18,2022-01-29_17h32.01.360,lexical_decision_task_DD_L6,2021.2.3,Win32,58.77858109,z,1,0.7097,,,,,,,,0.7097,1,0,0,0,9,1,1001,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200497,18,2022-01-29_17h32.01.360,lexical_decision_task_DD_L6,2021.2.3,Win32,58.77858109,m,1,0.4996,,,,,,,,0.4996,1,0,1,1,1,1,1001,ADJUST,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200497,18,2022-01-29_17h32.01.360,lexical_decision_task_DD_L6,2021.2.3,Win32,58.77858109,z,1,0.6414,,,,,,,,0.6414,1,0,2,2,12,1,1001,SPRINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200497,18,2022-01-29_17h32.01.360,lexical_decision_task_DD_L6,2021.2.3,Win32,58.77858109,z,1,0.5499,,,,,,,,0.5499,1,0,3,3,11,1,1001,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200497,18,2022-01-29_17h32.01.360,lexical_decision_task_DD_L6,2021.2.3,Win32,58.77858109,m,1,0.569,,,,,,,,0.569,1,0,4,4,7,1,1001,VOLUME,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200497,18,2022-01-29_17h32.01.360,lexical_decision_task_DD_L6,2021.2.3,Win32,58.77858109,z,1,0.7017,,,,,,,,0.7017,1,0,5,5,8,1,1001,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200497,18,2022-01-29_17h32.01.360,lexical_decision_task_DD_L6,2021.2.3,Win32,58.77858109,m,1,0.6565,,,,,,,,0.6565,1,0,6,6,0,1,1001,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200497,18,2022-01-29_17h32.01.360,lexical_decision_task_DD_L6,2021.2.3,Win32,58.77858109,z,1,0.4418,,,,,,,,0.4418,1,0,7,7,14,1,1001,THRALE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200497,18,2022-01-29_17h32.01.360,lexical_decision_task_DD_L6,2021.2.3,Win32,58.77858109,m,0,0.2839,,,,,,,,0.2839,0,0,8,8,15,1,1001,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200497,18,2022-01-29_17h32.01.360,lexical_decision_task_DD_L6,2021.2.3,Win32,58.77858109,m,1,0.7547,,,,,,,,0.7547,1,0,9,9,4,1,1001,SQUEAK,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200497,18,2022-01-29_17h32.01.360,lexical_decision_task_DD_L6,2021.2.3,Win32,58.77858109,m,1,0.6099,,,,,,,,0.6099,1,0,10,10,6,1,1001,ZOMBIE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200497,18,2022-01-29_17h32.01.360,lexical_decision_task_DD_L6,2021.2.3,Win32,58.77858109,m,0,0.987,,,,,,,,0.987,0,0,11,11,10,1,1001,INLADE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200497,18,2022-01-29_17h32.01.360,lexical_decision_task_DD_L6,2021.2.3,Win32,58.77858109,m,1,0.618,,,,,,,,0.618,1,0,12,12,5,1,1001,OBTAIN,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200497,18,2022-01-29_17h32.01.360,lexical_decision_task_DD_L6,2021.2.3,Win32,58.77858109,m,1,0.6753,,,,,,,,0.6753,1,0,13,13,2,1,1001,ALMOND,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200497,18,2022-01-29_17h32.01.360,lexical_decision_task_DD_L6,2021.2.3,Win32,58.77858109,m,1,0.9165,,,,,,,,0.9165,1,0,14,14,3,1,1001,MATRIX,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200497,18,2022-01-29_17h32.01.360,lexical_decision_task_DD_L6,2021.2.3,Win32,58.77858109,z,1,0.6211,,,,,,,,0.6211,1,0,15,15,13,1,1001,ROUPET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,9.9616,0.298148184,-0.227777799,0,0,0,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,200497,18,2022-01-29_17h32.01.360,lexical_decision_task_DD_L6,2021.2.3,Win32,58.77858109,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200497,18,2022-01-29_17h32.01.360,lexical_decision_task_DD_L6,2021.2.3,Win32,58.77858109,,,,,,,,,,,0.5074,1,,,,,,,,,,,,,,m,1,0.5074,,,,,,,,0.298148184,-0.227777799,0,0,0,,0,0,0,31,1,STEAK,C,old,m,./images/STEAK.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200497,18,2022-01-29_17h32.01.360,lexical_decision_task_DD_L6,2021.2.3,Win32,58.77858109,,,,,,,,,,,0.6202,1,,,,,,,,,,,,,,z,1,0.6202,,,,,,,,0.298148184,-0.227777799,0,0,0,,0,1,1,132,1,SCIFF,C,old,z,./images/SCIFF.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200497,18,2022-01-29_17h32.01.360,lexical_decision_task_DD_L6,2021.2.3,Win32,58.77858109,,,,,,,,,,,0.4391,1,,,,,,,,,,,,,,m,1,0.4391,,,,,,,,0.298148184,-0.227777799,0,0,0,,0,2,2,22,1,CLOWN,C,old,m,./images/CLOWN.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200497,18,2022-01-29_17h32.01.360,lexical_decision_task_DD_L6,2021.2.3,Win32,58.77858109,,,,,,,,,,,0.5588,1,,,,,,,,,,,,,,z,1,0.5588,,,,,,,,0.298148184,-0.227777799,0,0,0,,0,3,3,119,1,PAFER,LB,old,z,./images/PAFERLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200497,18,2022-01-29_17h32.01.360,lexical_decision_task_DD_L6,2021.2.3,Win32,58.77858109,,,,,,,,,,,0.5119,1,,,,,,,,,,,,,,m,1,0.5119,,,,,,,,0.298148184,-0.227777799,0,0,0,,0,4,4,66,1,STATUE,LB,old,m,./images/STATUELB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200497,18,2022-01-29_17h32.01.360,lexical_decision_task_DD_L6,2021.2.3,Win32,58.77858109,,,,,,,,,,,0.5129,0,,,,,,,,,,,,,,m,0,0.5129,,,,,,,,0.298148184,-0.227777799,0,0,0,,0,5,5,107,1,FASKS,LB,old,z,./images/FASKSLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200497,18,2022-01-29_17h32.01.360,lexical_decision_task_DD_L6,2021.2.3,Win32,58.77858109,,,,,,,,,,,0.5458,1,,,,,,,,,,,,,,m,1,0.5458,,,,,,,,0.298148184,-0.227777799,0,0,0,,0,6,6,32,1,HOCKEY,HB,old,m,./images/HOCKEYHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200497,18,2022-01-29_17h32.01.360,lexical_decision_task_DD_L6,2021.2.3,Win32,58.77858109,,,,,,,,,,,0.5976,1,,,,,,,,,,,,,,m,1,0.5976,,,,,,,,0.298148184,-0.227777799,0,0,0,,0,7,7,39,1,CANDY,LB,old,m,./images/CANDYLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200497,18,2022-01-29_17h32.01.360,lexical_decision_task_DD_L6,2021.2.3,Win32,58.77858109,,,,,,,,,,,0.7168,1,,,,,,,,,,,,,,z,1,0.7168,,,,,,,,0.298148184,-0.227777799,0,0,0,,0,8,8,109,1,BURGE,HB,old,z,./images/BURGEHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200497,18,2022-01-29_17h32.01.360,lexical_decision_task_DD_L6,2021.2.3,Win32,58.77858109,,,,,,,,,,,0.484,1,,,,,,,,,,,,,,m,1,0.484,,,,,,,,0.298148184,-0.227777799,0,0,0,,0,9,9,43,1,STOOL,C,old,m,./images/STOOL.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200497,18,2022-01-29_17h32.01.360,lexical_decision_task_DD_L6,2021.2.3,Win32,58.77858109,,,,,,,,,,,0.4219,1,,,,,,,,,,,,,,m,1,0.4219,,,,,,,,0.298148184,-0.227777799,0,0,0,,0,10,10,25,1,CHALK,C,old,m,./images/CHALK.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200497,18,2022-01-29_17h32.01.360,lexical_decision_task_DD_L6,2021.2.3,Win32,58.77858109,,,,,,,,,,,0.64,1,,,,,,,,,,,,,,m,1,0.64,,,,,,,,0.298148184,-0.227777799,0,0,0,,0,11,11,15,1,COLLAR,LB,old,m,./images/COLLARLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200497,18,2022-01-29_17h32.01.360,lexical_decision_task_DD_L6,2021.2.3,Win32,58.77858109,,,,,,,,,,,0.7218,0,,,,,,,,,,,,,,z,0,0.7218,,,,,,,,0.298148184,-0.227777799,0,0,0,,0,12,12,29,1,PISTOL,HB,old,m,./images/PISTOLHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200497,18,2022-01-29_17h32.01.360,lexical_decision_task_DD_L6,2021.2.3,Win32,58.77858109,,,,,,,,,,,0.8092,1,,,,,,,,,,,,,,z,1,0.8092,,,,,,,,0.298148184,-0.227777799,0,0,0,,0,13,13,143,1,MONGS,LB,old,z,./images/MONGSLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200497,18,2022-01-29_17h32.01.360,lexical_decision_task_DD_L6,2021.2.3,Win32,58.77858109,,,,,,,,,,,0.8219,1,,,,,,,,,,,,,,z,1,0.8219,,,,,,,,0.298148184,-0.227777799,0,0,0,,0,14,14,140,1,DOVET,LB,old,z,./images/DOVETLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200497,18,2022-01-29_17h32.01.360,lexical_decision_task_DD_L6,2021.2.3,Win32,58.77858109,,,,,,,,,,,0.5822,1,,,,,,,,,,,,,,m,1,0.5822,,,,,,,,0.298148184,-0.227777799,0,0,0,,0,15,15,33,1,SAUNA,LB,old,m,./images/SAUNALB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200497,18,2022-01-29_17h32.01.360,lexical_decision_task_DD_L6,2021.2.3,Win32,58.77858109,,,,,,,,,,,0.8637,1,,,,,,,,,,,,,,z,1,0.8637,,,,,,,,0.298148184,-0.227777799,0,0,0,,0,16,16,116,1,BALGY,LB,old,z,./images/BALGYLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200497,18,2022-01-29_17h32.01.360,lexical_decision_task_DD_L6,2021.2.3,Win32,58.77858109,,,,,,,,,,,0.9538,0,,,,,,,,,,,,,,m,0,0.9538,,,,,,,,0.298148184,-0.227777799,0,0,0,,0,17,17,106,1,CLUMS,HB,old,z,./images/CLUMSHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200497,18,2022-01-29_17h32.01.360,lexical_decision_task_DD_L6,2021.2.3,Win32,58.77858109,,,,,,,,,,,1.0403,1,,,,,,,,,,,,,,z,1,1.0403,,,,,,,,0.298148184,-0.227777799,0,0,0,,0,18,18,113,1,LINEW,LB,old,z,./images/LINEWLB.png,,,,,,,,,,,,,,,,,,,,,
